aid,aidtype,aidname,aiddesc,aidsrcid,aidsrcname,aidextid,aidmdate,cids,sids,geneids,aidcategories,protacxns,depcatg,pmids,rnai,ecs,repacxns,taxids,cellids,targettaxid,annotation
   44905,Literature-derived,Intrinsic activity from GTP shift using CHO cell membranes expressing dopamine receptor D2,"Title: Centrally acting serotonergic and dopaminergic agents. 2. Synthesis and structure-activity relationships of 2,3,3a,4,9,9a-hexahydro-1H-benz[f]indole derivatives._||_Abstract: The conformationally restricted linear tricyclic analogs of 5- and 8-hydroxy-2-(di-n-propylamino)-tetralins were investigated for their serotonergic and dopaminergic properties. These cis and trans analogs of 2,3,3a,4,9,9a-hexahydro-1H-benz[f]indole (3), where a five-membered ring is fused between the nitrogen and C-3 carbon of 2-aminotetralin, were synthesized from 5-methoxy- and 8-methoxytetralones. The enantiomers of trans-5-methoxy-N-n-propyl and -N-allyl analogs were obtained via fractional recrystallization of their di-p-toluoyl-L (or D) tartaric acid salts. All analogs were evaluated in the in vitro 5-HT1A and D2 binding assays and selected analogs were investigated further in biochemical and behavioral tests. In the 5-substituted series (R1 in 3), the trans isomers were found to possess higher levels of pharmacological activity then the corresponding cis isomers. The trans-5-methoxy analogs showed selective 5-HT1A receptor activity in vitro but displayed mixed 5-HT1A and D2 agonist properties in vivo. The corresponding trans-5-hydroxy analogs were found to be potent D2 agonists with full intrinsic activity. An examination of nitrogen substitution (R2 in 3) revealed that analogs with either an allyl or an n-propyl group displayed equipotent activities. Substitution with a cyclopropylmethyl or benzyl group resulted in reduced activity. Among the resolved analogs tested, the activity was found to reside exclusively in the (3aS)-(-)-enantiomers. In the 8-substituted series (R1 in 3), only 8-methoxy-N-allyl analogs were synthesized and evaluated. In this case, both cis and trans isomers showed equally weak in vitro 5-HT1A receptor agonist activity devoid of dopaminergic effects. The presence of an additional methyl group at the C-2 position (R3 in 3) of the cis-(+/-)-8-methoxy-N-n-propyl analog resulted in enhancement of in vitro 5-HT1A receptor binding affinity, with the (2 beta,3a alpha,9a alpha)-(+/-)-isomer displaying potency 35 times greater than the (2 alpha,3a alpha,9a alpha)-(+/-)-isomer.",43,ChEMBL,CHEMBL659149,20181014,10014057|10036887|10105311|10355219|10377224|10398936|10444473|11776081,103171762|103171763|103171823|103171824|103171858|103171864|103171983|103171989,1813,NULL,P14416,Curation Efforts|Research and Development,8097538,0,NULL,P14416,NULL,197,,NULL
45419,Confirmatory,Displacement of [3H]spiperone from CHO-K1 cell membranes expressing human dopamine receptor D2,"Title: Evaluation of the effects of the enantiomers of reduced haloperidol, azaperol, and related 4-amino-1-arylbutanols on dopamine and sigma receptors._||_Abstract: The enantiomers of reduced haloperidol (3a), azaperol (3b), and the related compound BMY-14802 (3c) were prepared in high optical purity. The affinity of these compounds for dopamine D2 and D3 receptors, and sigma S1 and S2 sites was determined in vitro. Both enantiomers of 3a display greatly decreased affinity for D2 and D3 receptors compared to haloperidol, although they still possess affinities in the 100-200-nM range. Both enantiomers of 3a possess potent and equal affinity for S1 sites (Ki: 1-2 nM), only slightly weaker than haloperidol (Ki: 0.33 nM). At S2 sites, (R)-(+)-3a displays similar affinity to haloperidol (Ki: 31 and 26 nM, respectively), while (S)-(-)-3a is slight more potent (Ki: 8.2 nM). The stereoselectivity profile of the enantiomers of 3b at D2 and D3 receptors is quite similar to that of 3a, (S)-(-)-3b being about 4 times more potent than its enantiomer at both receptors. (R)-(+)-3b binds preferentially to sigma S1 over S2 sites, while (S)-(-)-3b displays the opposite selectivity profile. Both enantiomers of 3c possess very weak affinity for D2 and D3 receptors. In a manner similar to the enantiomers of 3b, the affinity of (R)-(+)-3c is greater for S1 than S2 sites, while (S)-(-)-3c displays the opposite selectivity profile. Following parenteral administration of both enantiomers of 3a, dopamine synthesis and turnover in rat striatum, cortex, and mesolimbic areas were increased, in a manner similar to the effects produced by haloperidol itself. Additional studies will be required to assess with certainty whether the effects were due to the compounds themselves or simply were a consequence of the in vivo oxidation to haloperidol.",43,ChEMBL,CHEMBL651364,20181014,3559|15443|6604868|10020651|16048564|24867245|44350942|44350991,103167216|103359590|103359652|103359654|103359671|103359710|103359798|103359799,1813,NULL,P14416,Curation Efforts|Research and Development,7902870,0,NULL,P14416,9606,198,,NULL
49735,Literature-derived,Antagonism of apomorphine induced inhibition of the tachycardia produced by stimulation of the right cardioaccelerator nerve in cat.,"Title: Assessment of a potential dopaminergic prodrug moiety in several ring systems._||_Abstract: The ortho hydroxy/methyl, hydroxy/hydroxymethyl, hydroxy/formyl, and hydroxy/carboxy substitution patterns, some of which confer dopaminergic agonist effects upon 2-aminotetralin ring systems, have been incorporated into beta-phenethylamine, 2-aminoindan, and trans-octahydrobenzo[f]quinoline rings. Certain of the 2-aminoindan derivatives displayed pharmacologic properties consistent with their being dopaminergic agonists. The beta-phenethylamine derivative did not show any significant dopamine-like activity. The 7-hydroxy-8-methyloctahydrobenzo[f]quinoline derivative 4a was a moderately potent, short-acting DA2 receptor antagonist. All of the carboxylic acid derivatives were inert. Of the ortho hydroxy/methyl derivatives, only the 5-hydroxy-6-methyl-2-aminotetralin derivative displayed pharmacological properties consistent with its being a dopaminergic prodrug. It is concluded that 5-hydroxy-6-methyl-2-(di-n-propylamino)tetralin (1a) is structurally unique for a dopaminergic drug.",43,ChEMBL,CHEMBL661208,20200628,6005|145954|10083326|44303823|44303825|44303826|44303827|44303828|44303830|44303832|44303845|44303865|44303869|44303870|44303872|44304062,103167211|103252888|103252908|103252910|103252911|103252912|103252913|103252915|103252916|103252937|103252957|103252961|103252962|103252963|103252965|103253393,1812|1813|1814|1815|1816,NULL,P14416|P21728|P21917|P21918|P35462,Curation Efforts|Research and Development,3761320,0,NULL,P14416|P21728|P21917|P21918|P35462,9685,NULL,,NULL
55436,Confirmatory,In vitro binding affinity towards D2 receptor was determined,"Title: Synthesis and structure-activity relationships of a new model of arylpiperazines. 5. Study of the physicochemical influence of the pharmacophore on 5-HT(1a)/alpha(1)-adrenergic receptor affinity: synthesis of a new derivative with mixed 5-HT(1a)/d(2) antagonist properties._||_Abstract: In this paper we have designed and synthesized a test series of 32 amide arylpiperazine derivatives VI in order to gain insight into the physicochemical influence of the pharmacophores of 5-HT(1A) and alpha(1)-adrenergic receptors. The training set was designed applying a fractional factorial design using six physicochemical descriptors. The amide moiety is a bicyclohydantoin or a diketopiperazine (X = -(CH(2))(3)-, -(CH(2))(4)-; m = 0, 1), the spacer length is 3 or 4 methylene units, which are the optimum values for both receptors, and the aromatic substituent R occupies the ortho- or meta-position and has been selected from a database of 387 substituents using the EDISFAR program. The 5-HT(1A) and alpha(1)-adrenergic receptor binding affinities of synthesized compounds VI (1-32) have been determined. This data set has been used to derive classical quantitative structure-activity relationships (QSAR) and neural networks models for both receptors (following paper). A comparison of these models gives information for the design of the new ligand EF-7412 (46) (5-HT(1A): K(i) = 27 nM; alpha(1): K(i) > 1000 nM). This derivative displays affinity for the dopamine D(2) receptor (K(i) = 22 nM) and is selective versus all other receptors examined (5-HT(2A), 5-HT(3), 5-HT(4) and Bz; K(i) > 1000 nM). EF-7412 (46) acts as an antagonist in vivo in pre- and postsynaptic 5-HT(1A) receptor sites and as an antagonist in the dopamine D(2) receptor. Thus, EF-7412 (46) is a derivative with mixed 5-HT(1A)/D(2) antagonist properties and this derivative could be useful as a pharmacological tool.",43,ChEMBL,CHEMBL664619,20181017,52941718,104236689,1813,In vitro,P14416,Curation Efforts|Research and Development,11170628,0,NULL,P14416,NULL,NULL,,NULL
55449,Confirmatory,Binding affinity was measured on cloned Human D2A Receptor which is labeled by [3H]raclopride,"Title: Derivatives of (R)-1,11-methyleneaporphine: synthesis, structure, and interactions with G-protein coupled receptors._||_Abstract: The design and synthesis of a well-characterized novel ring system, (R)-lambda1,11-methyleneaporphine [(R)-4], and 15 derivatives thereof are presented. The addition of various nucleophiles to (R)-lambda1,11-carbonylaporphine [(R)-11] or to the 1,11-hydroxymethyleneaporphine epimers gave separable mixtures of epimers. The epimeric ratios obtained in most reactions seem to be a result of steric factors directing the nucleophilic attack. The structure of the epimers was determined by a combination of X-ray crystallography (5 derivatives), NMR spectroscopy, and chemical correlation. Interesting and diverse pharmacological profiles of the derivatives were revealed through binding studies at serotonin 5-HT(7) and 5-HT(1A) receptors as well as at dopamine D(2A) receptors. Two derivatives appeared to be selective 5-HT(7) receptor antagonists. It is evident from our results that the novel ring system [(R)-4] provides a useful complement to other scaffolds available to medicinal chemists involved in studies of GPC receptors.",43,ChEMBL,CHEMBL664743,20181017,6005|122187|6603866|10421583|10562462|10610641|10706553|10825325,103167211|103190155|103194823|103196284|103197777|103198084|103198227|103198294,1813,NULL,P14416,Curation Efforts|Research and Development,10753471,0,NULL,P14416,NULL,NULL,,NULL
55594,Confirmatory,Binding affinity for DA2 receptor,"Title: (R)-1,2,3,4-tetrahydro[1]benzothieno[2,3-c]pyridines: novel optically active compounds with strong 5-HT1A receptor binding ability exhibiting anticonflict activity and lessening of memory impairment._||_Abstract: (R)-1,2,3,4-Tetrahydro[1]benzothieno[2,3-c]pyridine derivatives (60-114) were synthesized. The (R)-isomers have affinity for the 5-HT1A receptor while the (S)-isomers have no such ability. The affinity of the (R)-isomers was discussed on the basis of structure-activity relationships between the affinity and hydrophobicity of the (R)-isomers. Compounds 71 and 107, which are representative derivative compounds, have anticonflict activity and lessening of memory impairment. In particular, compound 107 cannot bind to receptors other than the 5-HT1A receptor, demonstrating that it is a unique compound with a different mechanism of action from that of conventional anxiolytics.",43,ChEMBL,CHEMBL663159,20181014,2477|13422623,103166970|124967119,1813,NULL,P14416,Curation Efforts|Research and Development,7902439,0,NULL,P14416,NULL,NULL,,NULL
56382,Literature-derived,In vivo antagonism activity against D2 receptor was measured as emesis in dog when administered subcutaneously; Not tested,"Title: Substituted benzamides. 1. Potential nondopaminergic antagonists of chemotherapy-induced nausea and emesis._||_Abstract: A series of new substituted benzamides has been synthesized and evaluated for dopamine antagonist activity and for antagonism of cisplatin-induced emesis in the dog and in the ferret. It was found that modification of the 2-methoxy substituent of metoclopramide was detrimental to dopaminergic D2 antagonism but not necessarily to antagonism of cisplatin-induced emesis. A number of analogues having a beta-keto, beta-hydroxy, beta-methoxy, beta-imino, or beta-unsaturated alkyloxy substituent instead of methoxy have shown equal or superior protection from emesis to that of metoclopramide. At the same time these compounds were found to be free of dopaminergic D2 antagonism in both in vitro ([3H]spiperone binding) and in vivo tests (rat catalepsy, antagonism of apomorphine-induced stereotypy in the rat, and apomorphine-induced emesis in the dog).",43,ChEMBL,CHEMBL666484,20181012,14116897,103217304,1813,In vivo,P14416,Curation Efforts|Research and Development,3397992,0,NULL,P14416,9615,NULL,,NULL
61058,Confirmatory,Compound was evaluated for the ability to displace [3H]spiperone at Dopamine receptor D2 in porcine anterior pituitary gland as high affinity state,"Title: 2-Haloaporphines as potent dopamine agonists._||_Abstract: The synthesis of 2-amino- and 2-halo-substituted aporphines is described. The key step is the substitution of a hydroxy group in the 2-position with an amino group effected by a Smiles rearrangement reaction of the 2-methylpropanamide derivative 6. The affinity of the new compounds for the dopamine D-2 receptor in the anterior pituitary gland was evaluated. 2-Fluoroapomorphine was the most potent compound, being 1.5 times more potent than (-)-apomorphine. The structure-activity relationships are discussed in relation to a previously proposed receptor model.",43,ChEMBL,CHEMBL672776,20181012,6603797,103183846,1813,NULL,P14416,Curation Efforts|Research and Development,2524592,0,NULL,P14416,9823,NULL,,NULL
61059,Confirmatory,In vitro ability to inhibit [3H]spiperone binding to Dopamine receptor D2,"Title: (+/-)-3-allyl-7-halo-8-hydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepines as selective high affinity D1 dopamine receptor antagonists: synthesis and structure-activity relationship._||_Abstract: Substituted 1-phenyl-3-benzazepines form a class of compounds possessing potent and selective affinity for the D1 DA receptor. 7,8-Dihydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepine (SKF 38393) and its 6-halo analogues are potent and selective D1 receptor agonists. Recently, the 3-allyl derivatives of SKF 38393 and its analogues were described as selective D1 agonists with higher D1 efficacy and CNS potency. In order to extend these results to compounds in the 7-halo-8-hydroxy-substituted antagonist series, we have synthesized and pharmacologically characterized 3-allyl analogues of 7-substituted (Cl, Br, H) 8-hydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepines. These 3-allyl derivatives were compared with their 3-methyl and 3-unsubstituted analogues in terms of their D1 receptor affinity and selectivity. The results have been used to generate structure-affinity relationships. The D1 receptor affinity, for 3-substitution, is found to be in the order: methyl greater than allyl greater than H. For 7-substitution, the affinity is in the order: Cl = Br greater than H. The 3-allyl compounds show affinity close to that of the parent (3-methyl) compounds while exhibiting a slightly diminished D1 selectivity. However, the greater lipophilicity of the 3-allyl compounds may enable them to cross the blood-brain barrier more readily and thereby exhibit higher in vivo CNS potency. Thus 3-allylbenzazepines have potential as high affinity selective D1 antagonists.",43,ChEMBL,CHEMBL672777,20181013,45262692|45262693|45262882,103674404|103674405|103674664,1813,In vitro,P14416,Curation Efforts|Research and Development,1531075,0,NULL,P14416,9823,NULL,,NULL
61060,Confirmatory,In vitro ability to inhibit [3H]spiperone binding to Dopamine receptor D2 from pig anterior pituitary tissue,"Title: (+/-)-3-allyl-7-halo-8-hydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepines as selective high affinity D1 dopamine receptor antagonists: synthesis and structure-activity relationship._||_Abstract: Substituted 1-phenyl-3-benzazepines form a class of compounds possessing potent and selective affinity for the D1 DA receptor. 7,8-Dihydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepine (SKF 38393) and its 6-halo analogues are potent and selective D1 receptor agonists. Recently, the 3-allyl derivatives of SKF 38393 and its analogues were described as selective D1 agonists with higher D1 efficacy and CNS potency. In order to extend these results to compounds in the 7-halo-8-hydroxy-substituted antagonist series, we have synthesized and pharmacologically characterized 3-allyl analogues of 7-substituted (Cl, Br, H) 8-hydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepines. These 3-allyl derivatives were compared with their 3-methyl and 3-unsubstituted analogues in terms of their D1 receptor affinity and selectivity. The results have been used to generate structure-affinity relationships. The D1 receptor affinity, for 3-substitution, is found to be in the order: methyl greater than allyl greater than H. For 7-substitution, the affinity is in the order: Cl = Br greater than H. The 3-allyl compounds show affinity close to that of the parent (3-methyl) compounds while exhibiting a slightly diminished D1 selectivity. However, the greater lipophilicity of the 3-allyl compounds may enable them to cross the blood-brain barrier more readily and thereby exhibit higher in vivo CNS potency. Thus 3-allylbenzazepines have potential as high affinity selective D1 antagonists.",43,ChEMBL,CHEMBL672778,20181013,146265,103678751,1813,In vitro,P14416,Curation Efforts|Research and Development,1531075,0,NULL,P14416,9823,NULL,,NULL
