aid,aidtype,aidname,aiddesc,aidsrcid,aidsrcname,aidextid,aidmdate,cids,sids,geneids,aidcategories,protacxns,depcatg,pmids,rnai,ecs,repacxns,taxids,cellids,targettaxid,annotation,partial_agonist_desc,partial_agonist_aidname,agonist_desc,agonist_aidname,antagonist_desc,antagonist_aidname
95354,Literature-derived,Agonistic activity against human opioid Kappa receptor transfected into Chinese hamster ovary (CHO) cells using [3H]U-69593 as radioligand,"Title: Synthesis and opiate receptor binding properties of 17-methyl-6,7-dehydro-3,14-dihydroxy-4,5alpha-epoxy-6,7:4',5'-pyrimidin omorphinans._||_Abstract: A class of opioid receptor active derivatives of oxymorphone has been synthesized using a common enaminone intermediate. The derivatives have heterocyclic groups fused to the 6,7-positions of the morphinan system and all were synthesized in high yield. A pyrazolo derivative is an agonist for the mu and delta receptors and an antagonist for the kappa receptor.",43,ChEMBL,CHEMBL699594,20180909,9949205|10315939|10387038|44341722|44341920,103337763|103337796|103337800|103338245|103338276,4986,,P41145,Curation Efforts|Research and Development,10612602,0,,P41145,,197.0,,,0,0,1,1,1,0
95358,Confirmatory,Binding affinity towards opioid kappa receptor using [3H]U-69593 as radioligand,"Title: (+/-)-4-[(N-allyl-cis-3-methyl-4-piperidinyl)phenylamino]-N,N-diethylbenzamide displays selective binding for the delta opioid receptor._||_Abstract: Racemic 4-[(N-allyl-cis-3-methyl-4-piperidinyl)phenylamino]-N,N-diethylbenzam ide (3a) was synthesized and found to have good affinity and selectivity for the delta receptor. These compounds can be viewed as an analog of BW373U86 and SNC-80 where an internal piperazine nitrogen has been transposed with a benzylic carbon. Functionally, 3a behaves as an agonist at the delta receptor with no measurable stimulation of either the mu or kappa receptor subtypes and was found to be devoid of any measurable amount of antagonist activity for any opioid receptor. A comparison of 3a to SNC-80 and DPDPE in the [35S]GTPgammaS functional assay suggests that 3a may be more like the peptide DPDPE.",43,ChEMBL,CHEMBL700230,20180909,123924|9887566|44334421,103175041|103321865|103321920,4986,,P41145,Curation Efforts|Research and Development,10571174,0,,P41145,,,,,0,0,1,0,1,0
95360,Literature-derived,Binding affinity towards opioid kappa receptor using [3H]U-69593 as radioligand; Not available,"Title: (+/-)-4-[(N-allyl-cis-3-methyl-4-piperidinyl)phenylamino]-N,N-diethylbenzamide displays selective binding for the delta opioid receptor._||_Abstract: Racemic 4-[(N-allyl-cis-3-methyl-4-piperidinyl)phenylamino]-N,N-diethylbenzam ide (3a) was synthesized and found to have good affinity and selectivity for the delta receptor. These compounds can be viewed as an analog of BW373U86 and SNC-80 where an internal piperazine nitrogen has been transposed with a benzylic carbon. Functionally, 3a behaves as an agonist at the delta receptor with no measurable stimulation of either the mu or kappa receptor subtypes and was found to be devoid of any measurable amount of antagonist activity for any opioid receptor. A comparison of 3a to SNC-80 and DPDPE in the [35S]GTPgammaS functional assay suggests that 3a may be more like the peptide DPDPE.",43,ChEMBL,CHEMBL700232,20180909,119029,103193996,4986,,P41145,Curation Efforts|Research and Development,10571174,0,,P41145,,,,,0,0,1,0,1,0
95364,Confirmatory,Opioid receptor kappa agonist potency in vitro using rabbit vas deferens(LVD) preparation,"Title: New kappa-receptor agonists based upon a 2-[(alkylamino)methyl]piperidine nucleus._||_Abstract: The syntheses of some 1-[(3,4-dichlorophenyl)acetyl]-2- [(alkylamino)methyl]piperidines and their activities as kappa-opioid receptor agonists are described. Selected structural modifications are made to the basic moiety and at the 2-, 3-, 4-, 5-, and 6-positions on the piperidine nucleus to enable structure-activity relationships to be delineated. As a result, some highly potent and selective kappa-receptor agonists have been identified. In particular, this has been achieved by introduction of oxygen-containing functionality into the 4-position of the piperidine nucleus or the 3-position of the pyrrolidinylmethyl side chain. Thus, 1-[(3,4-dichlorophenyl)acetyl]- 2-[[1-(3-oxopyrrolidinyl)]methyl]piperidine (10) possesses high activity in the rabbit vas deferens (LVD, kappa-specific tissue) (IC50 = 0.20 nM) and is a potent antinociceptive agent, as determined by the mouse acetylcholine-induced abdominal constriction test (MAC) (ED50 = 0.06 mg/kg, sc). The spirocyclic analogue 8-[(3,4-dichlorophenyl)acetyl]-7-(1-pyrrolidinylmethyl)-1,4-dio xa-8- azaspirol4.5]decane (39) showed exceptionally potent activity: LVD, IC50 = 0.10 nM; MAC, ED50 = 0.001 mg/kg, sc. Both 10 and 39 displayed high selectivity for kappa-opioid receptors over both mu- and delta-opioid receptor subtypes.",43,ChEMBL,CHEMBL700236,20181013,15123277,103390081,4986,In vitro,P41145,Curation Efforts|Research and Development,1310743,0,,P41145,9986.0,,,,0,0,1,1,0,0
95366,Confirmatory,Displacement of [3H]naloxone from human kappa opioid receptor,"Title: 8-acenaphthen-1-yl-1-phenyl-1,3,8-triaza-spiro[4.5]decan-4-one derivatives as orphanin FQ receptor agonists._||_Abstract: A series of 8-acenaphthen-1-yl-1-phenyl-1,3,8-triaza-spiro[4.5]decan+ ++-4-one derivatives 1 was studied with respect to the binding affinity for the orphanin FQ (OFQ) and opioid (mu, kappa, delta) receptors. The influence of stereochemistry as well as the substitution pattern of the phenyl-ring in position 1 on the affinity for the orphanin FQ receptor and selectivity to opioid (mu, kappa, delta) receptors is discussed. The most interesting compound 1c was tested for its anxiolytic-like properties in vivo.",43,ChEMBL,CHEMBL700238,20180909,10022859|15512228|15512229|15512233|15512234|15512235|15512237|15512238|15512240|15512241|15512243,103196398|103275948|103276012|103276107|103276108|103276551|103276823|103277115|103277202|103424427|136937613,4986,,P41145,Curation Efforts|Research and Development,10476866,0,,P41145,9606.0,,,,0,0,1,0,0,0
147846,Confirmatory,"Effective dose for agonistic activity towards human kappa opioid receptor from membranes of HEK293 cells was determined by radiolabeled [35S]GTP-gamma-S, assay","Title: Synthesis and Biological activity of kappa opioid receptor agonists. Part 2: preparation of 3-aryl-2-pyridone analogues generated by solution- and solid-phase parallel synthesis methods._||_Abstract: New analogues of the previously described 3-aryl pyridone KOR agonists have been synthesised by parallel synthetic methods, both in solution- and with solid-phase chemistry, making use of the well known and versatile Mitsunobu, Suzuki and Buchwald reactions. Opioid receptor binding data for the compounds produced is reported.",43,ChEMBL,CHEMBL750337,20181001,105104|44269822|44269994,103177756|103177815|103178041,4986,,P41145,Curation Efforts|Research and Development,12643930,0,,P41145,,45.0,,,0,0,1,1,0,0
147850,Literature-derived,"Percent maximal stimulation of [35S]GTP-gamma-S, binding to recombinant human Opioid receptor kappa 1 expressed in CHO cells","Title: Synthesis and biological evaluation of 14-alkoxymorphinans. 21. Novel 4-alkoxy and 14-phenylpropoxy derivatives of the mu opioid receptor antagonist cyprodime._||_Abstract: The synthesis, biological, and pharmacological evaluation of novel derivatives of cyprodime are described. Their binding affinities at mu, delta, and kappa opioid receptors were evaluated using receptor binding assay. It was observed that the affinity of these compounds was sensitive to the character and length of the substituent in position 4. Further prolongation of the 4-alkoxy group of cyprodime (1) and its 4-butoxy analogue 2 is detrimental for the mu opioid receptor affinity. Introduction of an arylalkoxy group at C-4 does not increase mu affinity in the case of benzyloxy, while a phenylpropoxy group reduces mu affinity. The delta and kappa affinities were also reduced compared to the reference compounds. A significant increase in the affinity at the mu opioid receptors was achieved by introducing a 14-phenylpropoxy group. Increases in the affinity at delta and kappa receptors were also observed. These findings provide further evidence that the nature of the substituent at position 14 has a major impact on the abilities of morphinans to interact with opioid receptors. In the [(35)S]GTPgammaS binding assay, all tested compounds were partial agonists at mu and delta receptors. Compounds 8 and 17 showed antagonism at kappa receptors, while compound 7 exhibited some partial agonist activity at this receptor. The novel derivatives of cyprodime containing a 14-phenylpropoxy group acted as potent antinociceptives. When tested in vivo, compounds 7, 8, and 17 were considerably more potent than morphine, with phenol 7 showing the highest antinociceptive potency (21-fold in the hot plate test, 38-fold in the tail flick test, and 300-fold in the paraphenylquinone writhing test) in mice. Introduction of a 14-phenylpropoxy substituent leads to a profound alteration in the pharmacological profile of this class of compounds.",43,ChEMBL,CHEMBL750341,20181017,5748293|44339475,103332294|103332568,4986,,P41145,Curation Efforts|Research and Development,15163203,0,,P41145,,197.0,,,1,0,1,0,1,0
147852,Literature-derived,Percent maximal stimulation in [35S]-GTP-gamma S binding assay mediated by the Opioid receptor kappa 1 in chinese Hamster Ovary (CHO)membranes,"Title: Design and synthesis of novel dimeric morphinan ligands for kappa and micro opioid receptors._||_Abstract: A novel series of morphinans were synthesized, and their binding affinity at and functional selectivity for micro, delta, and kappa opioid receptors were evaluated. These dimeric ligands can be viewed as dimeric morphinans, which were formed by coupling two identical morphinan pharmacophores (cyclorphan (1) or MCL 101 (2)) with varying connecting spacers. Ligands 6 and 7 with alkyl spacers on the nitrogen position and ligands 8 and 9 in which the two morphinan pharmacophores were coupled by ether moieties at the 3-hydroxyl positions showed significant decrease in affinity at all three opioid receptors. An improvement in the affinity was achieved by introducing an ester moiety as the spacer in the dimeric morphinans. It was observed that the affinity of these ligands was sensitive to the character and length of the spacer. Compound 13 (MCL-139) with a 4-carbon ester spacer, compound 17 (MCL-144) containing a 10-carbon spacer, and compound 19 (MCL-145) with the conformationally constrained fumaryl spacer were the most potent ligands in this series, displaying excellent affinities at micro and kappa receptors (K(i) = 0.09-0.2 nM at micro and K(i) = 0.078-0.049 nM at kappa), which were comparable to the parent compound 2. Ligand 12, a compound containing only one morphinan pharmacophore and a long-chain ester group, had affinity at both micro and kappa receptors almost identical to that of the parent ligand 2. In the [(35)S]GTPgammaS binding assay, ligands 13, 17, and 19 and their parent morphinans 1 and 2 stimulated [(35)S]GTPgammaS binding mediated by the micro and kappa receptors. Compounds 13 and 17 were full kappa agonists and partial micro agonists, while compound 19 was a partial agonist at both micro and kappa receptors. These novel ligands, as well as their interesting pharmacological properties, will serve as the basis for our continuing investigation of the dimeric ligands as potential probes for the pharmacotherapy of cocaine abuse and may also open new avenues for the characterization of opioid receptors.",43,ChEMBL,CHEMBL750343,20181017,3036289|9804450|9897164|10078468|10462426|11204993|11239327|11262815|11308721|11364225|11434336,103230837|103393362|103393363|103393415|103393930|103393960|103393961|103394107|103394260|103394266|123099351,4986,,P41145,Curation Efforts|Research and Development,14613319,0,,P41145,9606.0,,,,1,0,1,0,0,0
147856,Confirmatory,Binding activity against human Opioid receptor kappa 1 using [3H]-U 50488 as a radioligand,"Title: Design, synthesis, and evaluation of opioid analogues with non-peptidic beta-turn scaffold: enkephalin and endomorphin mimetics._||_Abstract: We have identified a mu-selective opioid receptor agonist without a cationic amino group in the molecule from libraries of bicyclic beta-turn peptidomimetics. The biologically active conformation of the lead is proposed to mimic an endomorphin type III 4 --> 1 beta-turn conformation.",43,ChEMBL,CHEMBL751987,20181017,3036289,123099351,4986,,P41145,Curation Efforts|Research and Development,11906279,0,,P41145,,,,,0,0,1,0,0,0
147858,Confirmatory,Binding affinity against cloned human Opioid receptor kappa 1 using [125I]-D-Pro10-dynorphin A[1-11] as radioligand,"Title: New diarylmethylpiperazines as potent and selective nonpeptidic delta opioid receptor agonists with increased In vitro metabolic stability._||_Abstract: Nonpeptide delta opioid agonists are analgesics with a potentially improved side-effect and abuse liability profile, compared to classical opioids. Andrews analysis of the NIH nonpeptide lead SNC-80 suggested the removal of substituents not predicted to contribute to binding. This approach led to a simplified lead, N, N-diethyl-4-[phenyl(1-piperazinyl)methyl]benzamide (1), which retained potent binding affinity and selectivity to the human delta receptor (IC(50) = 11 nM, mu/delta = 740, kappa/delta > 900) and potency as a full agonist (EC(50) = 36 nM) but had a markedly reduced molecular weight, only one chiral center, and increased in vitro metabolic stability. From this lead, the key pharmacophore groups for delta receptor affinity and activation were more clearly defined by SAR and mutagenesis studies. Further structural modifications on the basis of 1 confirmed the importance of the N, N-diethylbenzamide group and the piperazine lower basic nitrogen for delta binding, in agreement with mutagenesis data. A number of piperazine N-alkyl substituents were tolerated. In contrast, modifications of the phenyl group led to the discovery of a series of diarylmethylpiperazines exemplified by N, N-diethyl-4-[1-piperazinyl(8-quinolinyl)methyl]benzamide (56) which had an improved in vitro binding profile (IC(50) = 0.5 nM, mu/delta = 1239, EC(50) = 3.6 nM) and increased in vitro metabolic stability compared to SNC-80.",43,ChEMBL,CHEMBL751988,20181016,119029|123924|9801260|10501573|10525105|10525171|10546813|10569964|10598391|10598392|10618862|10620493|10642101|10644815|10644995|10690216|10713071|10739828|10760345|10762996|10786358|11742939|11793476|11794240|11794241,103175041|103193996|103195093|103357906|103357926|103357928|103358388|103358395|103358650|103358759|103358761|103358787|103358800|103358801|103358819|103358978|103358980|103358981|103358983|103359077|103359106|103359152|103359153|103359187|163319402,4986,,P41145,Curation Efforts|Research and Development,11052793,0,,P41145,,,,,0,0,1,0,0,0
