aid,aidtype,aidname,aiddesc,aidsrcid,aidsrcname,aidextid,aidmdate,cids,sids,geneids,aidcategories,protacxns,depcatg,pmids,rnai,ecs,repacxns,taxids,cellids,targettaxid,annotation,partial_agonist_desc,partial_agonist_aidname,agonist_desc,agonist_aidname,antagonist_desc,antagonist_aidname
55450,Confirmatory,Percent inhibition towards dopamine D3 receptor,"Title: 1,2,5-Thiadiazole derivatives are potent and selective ligands at human 5-HT1A receptors._||_Abstract: Amino acid derivatives of 1,2,5-thiadiazol-3-yl-piperazine related to (+)-WAY-100135 and WAY-100635 are potent 5-HT1A receptor agonists and antagonists, which have selective affinity for 5-HT1A receptors versus alpha1 and dopamine (D2, D3, and D4) receptors.",43,ChEMBL,CHEMBL664744,20180930,9868793,103170856,1814,,P35462,Curation Efforts|Research and Development,11327592,0,,P35462,,,,,0,0,1,0,1,0
61636,Confirmatory,Ability to displace [125I]iodosulpiride from human dopamine D3 (hD3) receptor transfected into CHO cells.,"Title: Novel benzopyrano[3,4-c]pyrrole derivatives as potent and selective dopamine D3 receptor antagonist._||_Abstract: A new series of benzopyrano[3,4-c]pyrrole derivatives were synthesized and evaluated for their interaction with dopamine D3 versus D2 receptors. Amongst these compounds, 4x (S 33084) was found to be a potent and selective dopamine D3 receptor antagonist.",43,ChEMBL,CHEMBL666970,20180909,9820327|9841203|9841864|9868452|17867623|17867626|18702006|18702007|18702008|18715674|18715682|19694408|19694436|19694443|19694446|19694453|22376257|22622605|22876327|44305039|44305123|44305138|44305156|44305196|44305348|44305390|71459901,103255489|103255516|103255518|103255519|103255637|103255723|103255725|103255726|103255727|103255797|103255798|103255830|103255832|103255857|103255901|103255929|103255932|103255933|103255977|103256020|103256355|103256390|103256422|103256423|103256480|103256482|163333226,1814,,P35462,Curation Efforts|Research and Development,10450981,0,,P35462,,197.0,,,0,0,1,0,1,0
62004,Confirmatory,In vitro inhibition of [3H]-Spiperone binding to Dopamine receptor D2 in Macaca nemestrina striatal membranes (using L-tartrate salt of authentic raclopride),"Title: N-fluoroalkylated and N-alkylated analogues of the dopaminergic D-2 receptor antagonist raclopride._||_Abstract: A series of raclopride [(S)-2-[(3,5-dichloro-6-methoxy-2- hydroxybenzamido)methyl]-1-ethylpyrrolidine] derivatives bearing pyrrolidino N-fluoroalkyl or -alkyl substituents were synthesized and evaluated as potential dopaminergic receptor-based positron tomography radiopharmaceuticals. Radiosynthetic procedures for producing the corresponding N-[18F]fluoroalkylated analogues of raclopride from 18F- (beta+, t1/2 = 110 min) in high specific activity were also developed. In vitro binding assays using competitive displacement of [3H]spiperone from primate caudate tissue indicated that the N-alkylated analogues of raclopride had Ki values of 5-40 nM, whereas the corresponding values for analogous N-fluoroalkylated derivatives ranged from 90-160 nM. The relatively low D-2 binding affinity of these fluorinated salicylamides was corroborated by in vivo tissue biodistribution results in rodents. On the basis of structure-binding correlations, the impact of intramolecular hydrogen bonding, ligand basicity, and steric bulk on the affinity of the benzamides for D-2 receptor binding are discussed. Strategies are presented for the development of alternative fluorinated salicylamides that are both receptor active and metabolically stable.",43,ChEMBL,CHEMBL671032,20200628,3033769,103167993,1812|1813|1814|1815|1816,In vitro,P14416|P21728|P21917|P21918|P35462,Curation Efforts|Research and Development,2391685,0,,P14416|P21728|P21917|P21918|P35462,9545.0,,,,0,0,1,0,1,0
64804,Confirmatory,Intrinsic activity in mitogenesis assay using Dopamine receptor D3 expressing CHO cells,"Title: Interactive SAR studies: rational discovery of super-potent and highly selective dopamine D3 receptor antagonists and partial agonists._||_Abstract: Starting from dopamine receptor ligand BP897, an interactive drug discovery process leading to heterocyclic bioisosteres is demonstrated. The four step strategy involved a careful optimization of geometric and electronic properties by systematic modification of the attachment points and heteroatoms, respectively. Efficacy tuning by modification of the phenyl substituents led to both D3 partial agonists and full antagonists. The benzothiophenes 3c (FAUC346) and 3d (FAUC365) revealed outstanding D3 affinity and subtype selectivity.",43,ChEMBL,CHEMBL671351,20181017,54562|3038495|9888555|10092819|10476504,103194907|103356181|103381506|103382409|103543557,1814,,P35462,Curation Efforts|Research and Development,12361386,0,,P35462,,197.0,,,1,0,1,0,1,0
64806,Literature-derived,Rate of [3H]thymidine uptake compared to quinpirole (100%) in Dopamine receptor D3 expressing CHO cells,"Title: Interactive SAR studies: rational discovery of super-potent and highly selective dopamine D3 receptor antagonists and partial agonists._||_Abstract: Starting from dopamine receptor ligand BP897, an interactive drug discovery process leading to heterocyclic bioisosteres is demonstrated. The four step strategy involved a careful optimization of geometric and electronic properties by systematic modification of the attachment points and heteroatoms, respectively. Efficacy tuning by modification of the phenyl substituents led to both D3 partial agonists and full antagonists. The benzothiophenes 3c (FAUC346) and 3d (FAUC365) revealed outstanding D3 affinity and subtype selectivity.",43,ChEMBL,CHEMBL671353,20181017,54562|3038495|9888555,103194907|103382409|103543557,1814,,P35462,Curation Efforts|Research and Development,12361386,0,,P35462,10029.0,197.0,,,1,0,1,0,1,0
64808,Literature-derived,Rate of [3H]thymidine uptake compared to quinpirole (100%) in Dopamine receptor D3 expressing CHO cells,"Title: Interactive SAR studies: rational discovery of super-potent and highly selective dopamine D3 receptor antagonists and partial agonists._||_Abstract: Starting from dopamine receptor ligand BP897, an interactive drug discovery process leading to heterocyclic bioisosteres is demonstrated. The four step strategy involved a careful optimization of geometric and electronic properties by systematic modification of the attachment points and heteroatoms, respectively. Efficacy tuning by modification of the phenyl substituents led to both D3 partial agonists and full antagonists. The benzothiophenes 3c (FAUC346) and 3d (FAUC365) revealed outstanding D3 affinity and subtype selectivity.",43,ChEMBL,CHEMBL671355,20181017,10476504,103381506,1814,,P35462,Curation Efforts|Research and Development,12361386,0,,P35462,10029.0,197.0,,,1,0,1,0,1,0
64810,Confirmatory,Compound was tested for binding affinity using [3H]spiperone against cloned human Dopamine receptor D3 expressed in CHO-K1 cells,"Title: Design, synthesis, and evaluation of chromen-2-ones as potent and selective human dopamine D4 antagonists._||_Abstract: The discovery of a series of chromen-2-ones with selective affinity for the dopamine (DA) D4 receptor is described. Target compounds were tested for binding to cloned human DA D2L, D3, and D4.2 receptor subtypes expressed in Chinese hamster ovary K1 cells. Several compounds demonstrated high affinity (<20 nM, K(i)) and greater than 100-fold selectivity for DA D4.2 versus DA D2L receptors. The results of a SAR study are discussed within. In a DA D4 functional assay measuring [(3)H]thymidine uptake, target compounds showed antagonist activity at the D4.2 receptor. Compound 22, 7-[(2-phenylaminoethylamino)methyl]chromen-2-one, increased DOPA (L-3,4-dihydroxyphenylalanine) accumulation 51% in the hippocampus and 23% in the striatum of rat brains when dosed orally at 20 mg/kg.",43,ChEMBL,CHEMBL671357,20181016,9926143,103352466,1814,,P35462,Curation Efforts|Research and Development,10479303,0,,P35462,,198.0,,,0,0,1,0,1,0
64818,Confirmatory,Effective concentration was determined as thymidine uptake in CHO-L6 cells transfected with the rat Dopamine receptor D3 by mitogenesis assay (intrinsic activity),"Title: Thiazoloindans and thiazolobenzopyrans: a novel class of orally active central dopamine (partial) agonists._||_Abstract: The 2-aminothiazole moiety has proven its value in medicinal chemistry as a stable and lipophilic bioisosteric replacement of a phenol group. This approach has provided dopamine (DA) agonists with good oral availability. To further explore its use in the development of DA agonists, we have combined the 2-aminothiazole moiety with 2-aminoindans and 3-aminobenzopyrans, which are known templates for DA agonists. In this study we have synthesized 6-amino-3-(N,N-di-n-propylamino)-3,4-dihydro-2H-thiazolo[5, 4-f]-[1]benzopyran (12) and 6-amino-2-(N, N-di-n-propylamino)thiazolo[4,5-f]indan (20) and several analogues (13, 17, and 21). The affinity of the thiazolobenzopyrans and thiazoloindans for DA receptors was evaluated, which revealed compound 20 to have high affinity for DA D(3) receptors. In addition, the compounds were screened for their potential to inhibit lipid peroxidation, to determine their radical scavenging properties. Compounds 12, 20, and 21 were subjected to further pharmacological evaluation in a functional assay to determine intrinsic activity. Compound 20 was also studied with microdialysis (to determine effects on DA turnover in striatum) and in unilaterally 6-OH-DA lesioned rats (to determine their potential as DA agonists). These studies selected compound 20 (GMC 1111) as particularly interesting. Compound 20 caused a rotation activation in unilaterally 6-OH-DA lesioned rats and an increase in DA turnover in rat striatum. This dual agonist/antagonist action is best accounted for by its partial agonism at striatal DA D(2) receptors. Interestingly, 20 displayed long-lasting activity and excellent oral availability in 6-OH-DA lesioned rats, making this compound potentially useful for the treatment of Parkinson's disease.",43,ChEMBL,CHEMBL670422,20181016,54562,103543557,1814,,P35462,Curation Efforts|Research and Development,11000009,0,,P35462,,,,,1,0,1,0,1,0
64826,Literature-derived,Binding affinity towards human Dopamine receptor D3; Not tested,"Title: New (sulfonyloxy)piperazinyldibenzazepines as potential atypical antipsychotics: chemistry and pharmacological evaluation._||_Abstract: A series of 2- or 8-trifluoromethylsulfonyloxy (TfO) and 2- or 8-methylsulfonyloxy (MsO) 11-piperazinyldibenzodiazepines, -oxazepines, and -thiazepines were synthesized and evaluated in pharmacological models for their potential clozapine-like properties. In receptor binding assays, the 2-TfO analogues (18a, GMC2-83; 24, GMC3-06; and previously reported GMC1-169, 9a) of the dibenzazepines have profiles comparable to that of clozapine, acting on a variety of CNS receptors except they lack M1 receptor affinity. Introduction of 2-TfO to clozapine leads to compound 9e (GMC61-39) which has a similar binding profile as that of clozapine including having M1 receptor affinity. Interestingly, the MsO analogues, as well as the 8-TfO analogues, have no or weak dopaminergic and serotonergic affinities, but all 8-sulfonyloxy analogues do have M1 affinities. In behavioral studies performed to indicate the potential antipsychotic efficacy and the propensity to induce EPS, 2-TfO analogues blocked effectively the apomorphine-induced climbing in mice in a dose-dependent manner with ED50 values (mg/kg) of 2.1 sc for 9a, 1.3 po for 18a, 2.6 sc for 24, and 8.2 sc for 9e. On the other hand, they showed a clear dose separation with regard to their ED50 values (mg/kg) for indicating catalepsy in rats (>44 sc for 9a, 28 po for 18a, 30 sc for 24, and >50 sc for 9e, respectively), thus implicating a more favorable therapeutic ratio (K/A, ED50 climbing/ED50 catalepsy) in comparison with typical neuroleptics such as haloperidol and isoclozapine. Furthermore, compound 18a was also demonstrated to be an orally potent DA antagonist with an ED50 value of 0.7 mg/kg po in the ex vivo L-DOPA accumulation model. The present study contributes to the SAR of 11-piperazinyldibenzazepines, and the 2-TfO analogues of 11-piperazinyldibenzazepines are promising candidates as clozapine-like atypical antipsychotics with low propensity to induce EPS.",43,ChEMBL,CHEMBL670578,20181016,10828627|15521599|24121307|135493554|135508767|135515198|135686415,103269761|103269810|103269811|103269963|103270113|103270149|103270185,1814,,P35462,Curation Efforts|Research and Development,10377229,0,,P35462,,,,,0,0,1,0,1,0
64828,Confirmatory,Stimulation of quinpirole stimulation of mitogenesis in human Dopamine receptor D3 transfected CHO cells,"Title: N-(4-[4-(2,3-dichlorophenyl)piperazin-1-yl]butyl, butenyl and butynyl)arylcarboxamides as novel dopamine D(3) receptor antagonists._||_Abstract: The dopamine D(3) receptor subtype has been targeted as a potential neurochemical modulator of the behavioral actions of psychomotor stimulants, such as cocaine. Previous synthetic studies provided structural requirements for high affinity binding to D(3) receptors which included a 2,3-dichloro-phenylpiperazine linked to an arylamido function via a butyl chain. To reduce lipophilicity of these agents and further investigate optimal conformation, a second series of 15 novel ligands was designed that included heteroaromatic substitution and unsaturated alkyl linkers. These compounds were synthesized and evaluated for binding at rat D(3) and D(2) receptors stably expressed in Sf9 cells. D(3) binding affinities ranged from K(i)=0.6-1080 nM, with a broad range of D(3)/D(2) selectivities (2-97). The discovery of potent, selective and bioavailable D(3) receptor ligands will provide essential molecular probes to elucidate the role D(3) receptors play in the psychomotor stimulant and reinforcing effects of cocaine.",43,ChEMBL,CHEMBL670580,20180930,10001256,103265882,1814,,P35462,Curation Efforts|Research and Development,12798330,0,,P35462,,197.0,,,0,0,1,0,1,0
64832,Literature-derived,Compound is evaluated for binding affinity towards recombinant human Dopamine receptor D3 using [3H]spiperone in CHO cells at 10 uM,"Title: Studies on quinazolines and 1,2,4-benzothiadiazine 1,1-dioxides. 8.1, 2 synthesis and pharmacological evaluation of tricyclic fused quinazolines and 1,2,4-benzothiadiazine 1,1-dioxides as potential alpha1-adrenoceptor antagonists._||_Abstract: A series of 2-substituted methyl 2,3-dihydroimidazo[1, 2-c]quinazolin-5(6H)-ones (4), 3-substituted methyl 2, 3-dihydroimidazo[1,2-c]quinazolin-5(6H)-ones (5), 3-substituted methyl 2,3-dihydro-5H-thiazolo[2,3-b]quinazolin-5-ones (15a,b), 3-substituted methyl 2,3-dihydroimidazo[2,1-b]quinazolin-5(1H)-ones (16a,b), 3-substituted methyl 2,3-dihydro-1H-imidazo[1,2-b][1,2, 4]benzothiadiazine 5,5-dioxides (33a,b), 2-substituted methyl imidazo[1,2-c]quinazolin-5(6H)-ones (42-45a,b), 3-substituted methyl imidazo[1,2-c]quinazolin-5(6H)-ones (50-53a,b), 3-substituted methyl 5H-thiazolo[2,3-b]quinazolin-5-ones (55-56a,b), and 3-substituted methyl 5-(methylthio)-2,3-dihydroimidazo[1,2-c]quinazoline (57) were synthesized as compound 1conformational rigid congeners for pharmacological evaluation as potential alpha1-adrenoceptor antagonists. Compounds 4, 5, 33a,b, 44a,b, 45a,b, 52a,b, 53a,b, and 57 were found to possess high affinity for the alpha1-adrenoceptor. Compounds 5 and 57 were the most highly selective and potent alpha1 antagonists with Ki = 0.21 +/- 0.02 and 0.90 +/- 0.08 nM, respectively. The S-enantiomers of these two compounds (Ki = 0.13 +/- 0.01 nM for (S)-(-)-5; Ki = 1.0 +/- 0.2 nM for (S)-(+)-57) were 144-200-fold more potent than the R-enantiomers (Ki = 26 +/- 8 nM for (R)-(+)-5; Ki = 144 +/- 23 nM for (R)-(-)-57). Compound 4 showed 8-fold higher affinity to alpha1A-AR better than alpha1B-AR. These compounds possessed weak to no activity against the 5-HT1A receptor.",43,ChEMBL,CHEMBL670584,20181015,10524644,103326343,1814,,P35462,Curation Efforts|Research and Development,9703460,0,,P35462,,197.0,,,0,0,1,0,1,0
64956,Literature-derived,In vitro binding affinity against human Dopamine receptor D3 at a concentration of 100 (nM),"Title: 6-Bicyclopiperazinyl-1-arylsulfonylindoles and 6-bicyclopiperidinyl-1-arylsulfonylindoles derivatives as novel, potent, and selective 5-HT6 receptor antagonists._||_Abstract: A novel series of 6-bicyclopiperazinyl-1-arylsulfonylindoles and 6-bicyclopiperidinyl-1-arylsulfonylindoles derivatives was synthesized and found to be potent and selective 5-HT6 receptor antagonists.",43,ChEMBL,CHEMBL674982,20180909,9910619,103229518,1814,In vitro,P35462,Curation Efforts|Research and Development,10937732,0,,P35462,,,,,0,0,1,0,1,0
64960,Confirmatory,Ability to displace [3H]spiperone (0.3 nM) from CHO cells of human Dopamine receptor D3,"Title: Synthesis and structure-affinity relationship investigations of 5-heteroaryl-substituted analogues of the antipsychotic sertindole. A new class of highly selective alpha(1) adrenoceptor antagonists._||_Abstract: A new class of 5-heteroaryl-substituted 1-(4-fluorophenyl)-3-(4-piperidinyl)-1H-indoles as highly selective and potentially CNS-active alpha 1-adrenoceptor antagonists is described. The compounds are derived from the antipsychotic sertindole. The structure-affinity relationships of the 5-heteroaryl substituents, and the substituents on the piperidine nitrogen atom were optimized with respect to affinity for alpha 1 adrenoceptors and selectivity in respect to dopamine (D(1-4)) and serotonin (5-HT(1A-1B) and 5-HT(2A,2C)) receptors. The most selective compound obtained, 3-[4-[1-(4-fluorophenyl)-5-(1-methyl-1,2,4-triazol-3-yl)-1H-indol-3-yl]-1-piperidinyl]propionitrile (15c), has affinities of 0.99, 3.2, and 9.0 nM for the alpha(1a), alpha(1b), and alpha(1d) adrenoceptor subtypes, respectively, and a selectivity for adrenergic alpha(1a) receptors in respect to dopamine D2, D3, and D4 and serotonin 5-HT(2A) and 5-HT(2C) higher than 900, comparable to the selectivity of prazosin. In addition, the compound is more than 150-fold selective in respect to serotonin 5-HT(1A) and 5-HT(1B) receptors. A new basic pharmacophore for alpha 1-adrenoceptor antagonists based on a previously reported pharmacophore model for dopamine D2 antagonist is suggested.",43,ChEMBL,CHEMBL674985,20181017,3559|4893|60149|9826801|9845181|9910451|10310103|10917920|10917953|10973768|11016418|11049209|11071135|11092112,103163765|103167216|103173691|103308936|103308939|103308942|103308981|103308982|103309414|103309441|103309491|103309528|103309572|103309581,1814,,P35462,Curation Efforts|Research and Development,12519065,0,,P35462,,197.0,,,0,0,1,0,1,0
64962,Confirmatory,Ability to displace [3H]spiperone from human cloned Dopamine receptor D3 expressed in CHO K-1 cells in vitro.,"Title: Chromeno[3,4-c]pyridin-5-ones: selective human dopamine D4 receptor antagonists as potential antipsychotic agents._||_Abstract: The discovery of a series of chromeno[3,4-c]pyridin-5-ones with selective affinity for the dopamine D4 receptor is described. Target compounds were tested for binding to cloned human dopamine D2, D3, and D4 receptor subtypes expressed in Chinese hamster ovary (CHO) K-1 cells. Several compounds demonstrated single digit nanomolar Ki values for binding to the D4 receptor with several hundred-fold selectivities toward the D2 and D3 receptors. A limited SAR study of this series is discussed. In a mitogenesis assay measuring [3H]thymidine uptake, the target compounds showed antagonist to weak partial agonist activity at the D4 receptor, with intrinsic activities ranging from 0 to 35%. Compound 6, 3-benzyl-8-methyl-1,2,3,4-tetrahydrochromeno[3,4-c]pyridin-5-one, increased DOPA (L-3,4-dihydroxyphenylalanine) synthesis 84% in the hippocampus and 10% in the striatum of rat brain when dosed orally at 10 mg/kg.",43,ChEMBL,CHEMBL674987,20181015,3559|9883587|9995264|10042972|10318141|10450880|10568805|10570898|10620139|10640530|10641954|10641955|10665626|10687362|10759511|135398737,103165765|103167216|103299733|103299760|103299908|103300277|103300279|103300334|103300347|103300348|103300385|103300386|103300398|103300452|103300685|103300708,1814,In vitro,P35462,Curation Efforts|Research and Development,9276014,0,,P35462,,197.0,,,1,0,1,0,1,0
