aid,aidtype,aidname,aiddesc,aidsrcid,aidsrcname,aidextid,aidmdate,cids,sids,geneids,aidcategories,protacxns,depcatg,pmids,rnai,ecs,repacxns,taxids,cellids,targettaxid,annotation,partial_agonist_desc,partial_agonist_aidname,agonist_desc,agonist_aidname,antagonist_desc,antagonist_aidname
82357,Literature-derived,Activity on Nociceptin/orphanin FQ (N/OFQ) receptor was determined by GTPgammaS functional assay using recombinant HEK293 cells,Title: Design and synthesis of novel small molecule N/OFQ receptor antagonists._||_Abstract: Small molecule N/OFQ receptor antagonists were designed and synthesized to further investigate the therapeutic potential of N/OFQ receptor modulators. The resulting octahydrobenzimidazol-2-ones 14 and 23 show excellent antagonistic activity towards both N/OFQ and mu receptors with high affinity to the human N/OFQ receptor.,43,ChEMBL,CHEMBL691016,20181001,10202108,103198402,4987,,P41146,Curation Efforts|Research and Development,14980696,0,,P41146,9606.0,45.0,,,0,0,1,0,1,0
82358,Literature-derived,Activity on Nociceptin/orphanin FQ (N/OFQ) receptor was determined by GTPgammaS functional assay using recombinant HEK293 cells.,Title: Design and synthesis of novel small molecule N/OFQ receptor antagonists._||_Abstract: Small molecule N/OFQ receptor antagonists were designed and synthesized to further investigate the therapeutic potential of N/OFQ receptor modulators. The resulting octahydrobenzimidazol-2-ones 14 and 23 show excellent antagonistic activity towards both N/OFQ and mu receptors with high affinity to the human N/OFQ receptor.,43,ChEMBL,CHEMBL691017,20181001,9836463|9902583|9923726|10134077|10154848|10178311|10178563|10291377|10292091|44276782,103197890|103197996|103197998|103198001|103198030|103198079|103198117|103198129|103198399|163336728,4987,,P41146,Curation Efforts|Research and Development,14980696,0,,P41146,,45.0,,,0,0,1,0,1,0
82359,Literature-derived,Activity on Nociceptin/orphanin FQ (N/OFQ) receptor was determined by GTPgammaS functional assay using recombinant HEK293 cells; ND: Not determined,Title: Design and synthesis of novel small molecule N/OFQ receptor antagonists._||_Abstract: Small molecule N/OFQ receptor antagonists were designed and synthesized to further investigate the therapeutic potential of N/OFQ receptor modulators. The resulting octahydrobenzimidazol-2-ones 14 and 23 show excellent antagonistic activity towards both N/OFQ and mu receptors with high affinity to the human N/OFQ receptor.,43,ChEMBL,CHEMBL691018,20181001,10133332|10156336|10275388,103197999|103198078|103198400,4987,,P41146,Curation Efforts|Research and Development,14980696,0,,P41146,9606.0,45.0,,,0,0,1,0,1,0
147407,Confirmatory,"Concentration required for stimulation of [35S]GTP-gamma-S, binding NOP receptor in cell membranes","Title: A novel series of piperidin-4-yl-1,3-dihydroindol-2-ones as agonist and antagonist ligands at the nociceptin receptor._||_Abstract: A series of N-(4-piperidinyl)-2-indolinones were discovered as a new structural class of nociceptin receptor (NOP) ligands. Unlike other previously reported classes of NOP receptor ligands, modifications of the piperidine N substituents afforded both potent agonists and antagonists, with modest selectivities over other opioid receptors. The SAR revealed in this new series will provide important insights for the development of pharmacophores for agonist and antagonist actions at the NOP receptor.",43,ChEMBL,CHEMBL752665,20181017,10020165,103316904,4987,,P41146,Curation Efforts|Research and Development,15163178,0,,P41146,,,,,0,0,1,0,1,0
147408,Literature-derived,"Concentration required for stimulation of [35S]GTP-gamma-S, binding to NOP receptor in cell membranes; Not determined","Title: A novel series of piperidin-4-yl-1,3-dihydroindol-2-ones as agonist and antagonist ligands at the nociceptin receptor._||_Abstract: A series of N-(4-piperidinyl)-2-indolinones were discovered as a new structural class of nociceptin receptor (NOP) ligands. Unlike other previously reported classes of NOP receptor ligands, modifications of the piperidine N substituents afforded both potent agonists and antagonists, with modest selectivities over other opioid receptors. The SAR revealed in this new series will provide important insights for the development of pharmacophores for agonist and antagonist actions at the NOP receptor.",43,ChEMBL,CHEMBL752666,20181017,11349939|11371415,103316869|103317693,4987,,P41146,Curation Efforts|Research and Development,15163178,0,,P41146,,,,,0,0,1,0,1,0
147409,Confirmatory,"Concentration required for stimulation of [35S]GTP-gamma-S, binding to human Nociceptin receptor in cell membranes","Title: A novel series of piperidin-4-yl-1,3-dihydroindol-2-ones as agonist and antagonist ligands at the nociceptin receptor._||_Abstract: A series of N-(4-piperidinyl)-2-indolinones were discovered as a new structural class of nociceptin receptor (NOP) ligands. Unlike other previously reported classes of NOP receptor ligands, modifications of the piperidine N substituents afforded both potent agonists and antagonists, with modest selectivities over other opioid receptors. The SAR revealed in this new series will provide important insights for the development of pharmacophores for agonist and antagonist actions at the NOP receptor.",43,ChEMBL,CHEMBL752667,20181017,3655995|9905428|10042904|11164004|11165726|11233481|11327115|11393860|11451023|11461888|44332117|71454460|71461579,103316573|103316754|103316798|103316867|103317120|103317144|103317692|103317708|103317714|103317736|103317737|103317748|163322835|163336533,4987,,P41146,Curation Efforts|Research and Development,15163178,0,,P41146,9606.0,,,,0,0,1,0,1,0
147410,Confirmatory,Binding affinity against human Nociceptin receptor on CHO cell membranes by [3H]N/OFQ displacement.,"Title: A novel series of piperidin-4-yl-1,3-dihydroindol-2-ones as agonist and antagonist ligands at the nociceptin receptor._||_Abstract: A series of N-(4-piperidinyl)-2-indolinones were discovered as a new structural class of nociceptin receptor (NOP) ligands. Unlike other previously reported classes of NOP receptor ligands, modifications of the piperidine N substituents afforded both potent agonists and antagonists, with modest selectivities over other opioid receptors. The SAR revealed in this new series will provide important insights for the development of pharmacophores for agonist and antagonist actions at the NOP receptor.",43,ChEMBL,CHEMBL752668,20181017,3655995|9905428|10020165|10042904|11164004|11165726|11233481|11327115|11349939|11371415|11393860|11451023|11461888|44332117|71454460|71461579,103316573|103316754|103316798|103316867|103316869|103316904|103317120|103317144|103317692|103317693|103317708|103317714|103317736|103317737|103317748|163322835|163336533,4987,,P41146,Curation Efforts|Research and Development,15163178,0,,P41146,,197.0,,,0,0,1,0,1,0
147412,Literature-derived,"Percent stimulation of [35S]GTP-gamma-S, binding to human Nociceptin receptor in cell membranes","Title: A novel series of piperidin-4-yl-1,3-dihydroindol-2-ones as agonist and antagonist ligands at the nociceptin receptor._||_Abstract: A series of N-(4-piperidinyl)-2-indolinones were discovered as a new structural class of nociceptin receptor (NOP) ligands. Unlike other previously reported classes of NOP receptor ligands, modifications of the piperidine N substituents afforded both potent agonists and antagonists, with modest selectivities over other opioid receptors. The SAR revealed in this new series will provide important insights for the development of pharmacophores for agonist and antagonist actions at the NOP receptor.",43,ChEMBL,CHEMBL752670,20181017,3655995|9905428|10042904|11164004|11393860|11451023|44332117,103316754|103316798|103316867|103317144|103317692|103317708|103317714|103317736,4987,,P41146,Curation Efforts|Research and Development,15163178,0,,P41146,9606.0,,,,0,0,1,0,1,0
147413,Literature-derived,"Percent stimulation of [35S]GTP-gamma-S, binding to human Nociceptin receptor in cell membranes was determined using cAMP assay","Title: A novel series of piperidin-4-yl-1,3-dihydroindol-2-ones as agonist and antagonist ligands at the nociceptin receptor._||_Abstract: A series of N-(4-piperidinyl)-2-indolinones were discovered as a new structural class of nociceptin receptor (NOP) ligands. Unlike other previously reported classes of NOP receptor ligands, modifications of the piperidine N substituents afforded both potent agonists and antagonists, with modest selectivities over other opioid receptors. The SAR revealed in this new series will provide important insights for the development of pharmacophores for agonist and antagonist actions at the NOP receptor.",43,ChEMBL,CHEMBL752671,20181017,11461888,103317737,4987,,P41146,Curation Efforts|Research and Development,15163178,0,,P41146,,,,,0,0,1,0,1,0
147417,Confirmatory,Binding affinity towards Nociceptin/orphanin FQ (N/OFQ) receptor from recombinant HEK293 cell membranes was determined using binding assay,Title: Design and synthesis of novel small molecule N/OFQ receptor antagonists._||_Abstract: Small molecule N/OFQ receptor antagonists were designed and synthesized to further investigate the therapeutic potential of N/OFQ receptor modulators. The resulting octahydrobenzimidazol-2-ones 14 and 23 show excellent antagonistic activity towards both N/OFQ and mu receptors with high affinity to the human N/OFQ receptor.,43,ChEMBL,CHEMBL752674,20181001,5311194|9836463|9880173|9902583|9902874|9923726|10133108|10133332|10134077|10154739|10154848|10156336|10178311|10178563|10202108|10275388|10291377|10292091|44276782,103197890|103197996|103197998|103197999|103198001|103198030|103198078|103198079|103198117|103198125|103198126|103198129|103198399|103198400|103198402|103198403|103392033|163316017|163336728,4987,,P41146,Curation Efforts|Research and Development,14980696,0,,P41146,,45.0,,,0,0,1,0,1,0
