aid,aidtype,aidname,aiddesc,aidsrcid,aidsrcname,aidextid,aidmdate,cids,sids,geneids,aidcategories,protacxns,depcatg,pmids,rnai,ecs,repacxns,taxids,cellids,targettaxid,annotation,partial_agonist_desc,partial_agonist_aidname,agonist_desc,agonist_aidname,antagonist_desc,antagonist_aidname
1681768,Literature-derived,Displacement of [3H]-DAMGO from human MOR expressed in CHOK1 cell membranes at 10 uM incubated for 60 mins by liquid scintillation counting method,"Title: Discovery of EST73502, a Dual μ-Opioid Receptor Agonist and σ Receptor Antagonist Clinical Candidate for the Treatment of Pain._||_Abstract: The synthesis and pharmacological activity of a new series of 4-alkyl-1-oxa-4,9-diazaspiro[5.5]undecane derivatives as potent dual ligands for the σ receptor (σR) and the μ-opioid receptor (MOR) are reported. A lead optimization program over the initial 4-aryl analogues provided 4-alkyl derivatives with the desired functionality and good selectivity and ADME profiles. Compound 14u (EST73502) showed MOR agonism and σR antagonism and a potent analgesic activity, comparable to the MOR agonist oxycodone in animal models of acute and chronic pain after single and repeated administration. Contrary to oxycodone, 14u produces analgesic activity with reduced opioid-induced relevant adverse events, like intestinal transit inhibition and naloxone-precipitated behavioral signs of opiate withdrawal. These results provide evidence that dual MOR agonism and σR antagonism may be a useful strategy for obtaining potent and safer analgesics and were the basis for the selection of 14u as a clinical candidate for the treatment of pain.",43,ChEMBL,CHEMBL4676419,20220318,44247568|118560889|162659525,163334751|461526782|461538019,4988,,P35372,Curation Efforts|Research and Development,33064947,0,,P35372,9606,,,,0,0,1,0,1,0
1681771,Literature-derived,Displacement of [3H]-DAMGO from human MOR expressed in CHOK1 cell membranes at 1 uM incubated for 60 mins by liquid scintillation counting method,"Title: Discovery of EST73502, a Dual μ-Opioid Receptor Agonist and σ Receptor Antagonist Clinical Candidate for the Treatment of Pain._||_Abstract: The synthesis and pharmacological activity of a new series of 4-alkyl-1-oxa-4,9-diazaspiro[5.5]undecane derivatives as potent dual ligands for the σ receptor (σR) and the μ-opioid receptor (MOR) are reported. A lead optimization program over the initial 4-aryl analogues provided 4-alkyl derivatives with the desired functionality and good selectivity and ADME profiles. Compound 14u (EST73502) showed MOR agonism and σR antagonism and a potent analgesic activity, comparable to the MOR agonist oxycodone in animal models of acute and chronic pain after single and repeated administration. Contrary to oxycodone, 14u produces analgesic activity with reduced opioid-induced relevant adverse events, like intestinal transit inhibition and naloxone-precipitated behavioral signs of opiate withdrawal. These results provide evidence that dual MOR agonism and σR antagonism may be a useful strategy for obtaining potent and safer analgesics and were the basis for the selection of 14u as a clinical candidate for the treatment of pain.",43,ChEMBL,CHEMBL4676422,20220318,20522011|118560993|162660406|162667151|162674852,461527641|461530597|461539253|461548954|461559847,4988,,P35372,Curation Efforts|Research and Development,33064947,0,,P35372,9606,,,,0,0,1,0,1,0
1681778,Confirmatory,Displacement of [3H]-DAMGO from human MOR expressed in CHOK1 cell membranes incubated for 60 mins by liquid scintillation counting method,"Title: Discovery of EST73502, a Dual μ-Opioid Receptor Agonist and σ Receptor Antagonist Clinical Candidate for the Treatment of Pain._||_Abstract: The synthesis and pharmacological activity of a new series of 4-alkyl-1-oxa-4,9-diazaspiro[5.5]undecane derivatives as potent dual ligands for the σ receptor (σR) and the μ-opioid receptor (MOR) are reported. A lead optimization program over the initial 4-aryl analogues provided 4-alkyl derivatives with the desired functionality and good selectivity and ADME profiles. Compound 14u (EST73502) showed MOR agonism and σR antagonism and a potent analgesic activity, comparable to the MOR agonist oxycodone in animal models of acute and chronic pain after single and repeated administration. Contrary to oxycodone, 14u produces analgesic activity with reduced opioid-induced relevant adverse events, like intestinal transit inhibition and naloxone-precipitated behavioral signs of opiate withdrawal. These results provide evidence that dual MOR agonism and σR antagonism may be a useful strategy for obtaining potent and safer analgesics and were the basis for the selection of 14u as a clinical candidate for the treatment of pain.",43,ChEMBL,CHEMBL4676429,20220318,5284603|20522011|44247568|70552386|102004349|118560871|118560889|118560963|118560969|118560973|118560990|118560993|118561036|118561045|118561057|118561095|118561097|118561099|118561105|118562325|118562403|118567543|162644152|162655458|162659525|162660406|162667151|162669410|162674852,103189261|163334751|440137689|440183758|461515072|461515287|461516155|461520157|461525412|461526782|461527641|461528054|461528414|461530552|461530597|461531691|461531854|461532278|461536823|461537779|461538019|461539253|461545419|461548954|461549433|461552149|461552167|461559847|461561908,4988,,P35372,Curation Efforts|Research and Development,33064947,0,,P35372,9606,,,,0,0,1,0,1,0
1699342,Literature-derived,Antagonist activity at human mu opioid receptor at 2 uM by cell based cAMP assay,"Title: Novel, Potent, and Druglike Tetrahydroquinazoline Inhibitor That Is Highly Selective for Human Topoisomerase II α over β._||_Abstract: We disclose a novel class of 6-amino-tetrahydroquinazoline derivatives that inhibit human topoisomerase II (topoII), a validated target of anticancer drugs. In contrast to topoII-targeted drugs currently in clinical use, these compounds do not act as topoII poisons that enhance enzyme-mediated DNA cleavage, a mechanism that is linked to the development of secondary leukemias. Instead, these tetrahydroquinazolines block the topoII function with no evidence of DNA intercalation. We identified a potent lead compound [compound 14 (ARN-21934) IC = 2 μM for inhibition of DNA relaxation, as compared to an IC = 120 μM for the anticancer drug etoposide] with excellent metabolic stability and solubility. This new compound also shows ~100-fold selectivity for topoIIα over topoβ, a broad antiproliferative activity toward cultured human cancer cells, a favorable in vivo pharmacokinetic profile, and the ability to penetrate the blood-brain barrier. Thus, ARN-21934 is a highly promising lead for the development of novel and potentially safer topoII-targeted anticancer drugs.",43,ChEMBL,CHEMBL4704164,20220318,135150944,461535362,4988,Cell-based,P35372,Curation Efforts|Research and Development,33079544,0,,P35372,9606,,,,0,0,0,1,0,1
1713965,Confirmatory,Antagonist activity at human MOR transfected in CHO cells co-transfected with Gqi5 assessed as inhibition of DAMGO-induced calcium mobilization incubated for 15 mins prior to DAMGO addition and measured for 90 secs by Fluo-4AM dye based fluorescence analy,"Title: Exploration of bivalent ligands targeting putative mu opioid receptor and chemokine receptor CCR5 dimerization._||_Abstract: Modern antiretroviral therapies have provided HIV-1 infected patients longer lifespans and better quality of life. However, several neurological complications are now being seen in these patients due to HIV-1 associated injury of neurons by infected microglia and astrocytes. In addition, these effects can be further exacerbated with opiate use and abuse. One possible mechanism for such potentiation effects of opiates is the interaction of the mu opioid receptor (MOR) with the chemokine receptor CCR5 (CCR5), a known HIV-1 co-receptor, to form MOR-CCR5 heterodimer. In an attempt to understand this putative interaction and its relevance to neuroAIDS, we designed and synthesized a series of bivalent ligands targeting the putative CCR5-MOR heterodimer. To understand how these bivalent ligands may interact with the heterodimer, biological studies including calcium mobilization inhibition, binding affinity, HIV-1 invasion, and cell fusion assays were applied. In particular, HIV-1 infection assays using human peripheral blood mononuclear cells, macrophages, and astrocytes revealed a notable synergy in activity for one particular bivalent ligand. Further, a molecular model of the putative CCR5-MOR heterodimer was constructed, docked with the bivalent ligand, and molecular dynamics simulations of the complex was performed in a membrane-water system to help understand the biological observation.",43,ChEMBL,CHEMBL4719349,20220318,5360515|71460188|90666576|162645606|162650661|162660215|162660784|162674876,131283791|163333807|242614426|461518223|461525405|461538971|461539772|461559880,4988,,P35372,Curation Efforts|Research and Development,27720326,0,,P35372,9606,,,,0,0,0,1,0,1
1714329,Confirmatory,Displacement of [3H]diprenorphine from human MOR expressed in mouse NG108-15 cell membranes incubated for 2 hrs by liquid scintillation counting based radioligand competition assay,"Title: Structure-Activity Relationships of [des-Arg]Dynorphin A Analogues at the κ Opioid Receptor._||_Abstract: Dynorphin A (Dyn A) is an endogenous ligand for the opioid receptors with preference for the κ opioid receptor (KOR), and its structure-activity relationship (SAR) has been extensively studied at the KOR to develop selective potent agonists and antagonists. Numerous SAR studies have revealed that the Arg residue is essential for KOR activity. In contrast, our systematic SAR studies on [des-Arg]Dyn A analogues found that Arg is not a key residue and even deletion of the residue does not affect biological activities at the KOR. In addition, it was also found that [des-Arg]Dyn A(1-9)-NH is a minimum pharmacophore and its modification at the N-terminus leads to selective KOR antagonists. A lead ligand, 14, with high affinity and antagonist activity showed improved metabolic stability and could block antinociceptive effects of a KOR selective agonist, FE200665, in vivo, indicating high potential to treat KOR mediated disorders such as stress-induced relapse.",43,ChEMBL,CHEMBL4719713,20220318,3086114|10677974|25075996|162648718|162648874|162652097|162654400|162654563|162655917|162656427|162659311|162660075|162660594|162662509|162662691|162665925|162666898|162669387|162676268,103241617|103303449|103566017|461522608|461522835|461527498|461530741|461530986|461532921|461533657|461537721|461538763|461539522|461542308|461542593|461547175|461548602|461552123|461561829,4988,,P35372,Curation Efforts|Research and Development,27797517,0,,P35372,9606,,,,0,0,1,0,1,0
1736836,Confirmatory,Displacement of [3H]-diprenorphin from human mu opioid receptor expressed in CHO cell membrane incubated for 150 mins by liquid scintillation counting method,"Title: Piperidine propionamide as a scaffold for potent sigma-1 receptor antagonists and mu opioid receptor agonists for treating neuropathic pain._||_Abstract: We designed and synthesized a novel series of piperidine propionamide derivatives as potent sigma-1 (σ) receptor antagonists and mu (μ) opioid receptor agonists, and measured their affinity for σ and μ receptors in vitro through binding assays. The basic scaffold of the new compounds contained a 4-substituted piperidine ring and N-aryl propionamide. Compound 44, N-(2-(4-(4-fluorobenzyl) piperidin-1-yl) ethyl)-N-(4-methoxy-phenyl) propionamide, showed the highest affinity for σ receptor (K σ = 1.86 nM) and μ receptor (K μ = 2.1 nM). It exhibited potent analgesic activity in the formalin test (ED = 15.1 ± 1.67 mg/kg) and had equivalent analgesic effects to S1RA (σ antagonist) in a CCI model. Therefore, Compound 44, which has mixed σ/μ receptor profiles, may be a potential candidate for treating neuropathic pain.",43,ChEMBL,CHEMBL4768236,20220318,156782556|156782560|156782565|156782570|156782591|156782593|156782594|156782597|162643086|162643087|162643508|162662565|162664289|162665076|162666096|162668252|162668406|162669258|162669552|162670245|162672299|162673782|162675730,461514638|461514640|461515261|461541040|461542397|461544817|461545935|461547432|461548143|461550536|461550732|461551679|461551934|461552351|461553046|461553082|461553362|461553860|461556237|461558332|461559695|461561096|461561985,4988,,P35372,Curation Efforts|Research and Development,32087465,0,,P35372,9606,,,,0,0,1,0,1,0
1744246,Literature-derived,Displacement of [3H]-Diprenorphine from recombinant human full-length mu opiod receptor expressed in CHOK1 cells at 1 uM incubated for 60 mins by scintillation counting method,"Title: Novel Sigma 1 Receptor Antagonists as Potential Therapeutics for Pain Management._||_Abstract: The sigma 1 receptor (S1R) is a molecular chaperone protein located in the endoplasmic reticulum and plasma membranes and has been shown to play important roles in various pathological disorders including pain and, as recently discovered, COVID-19. Employing structure- and QSAR-based drug design strategies, we rationally designed, synthesized, and biologically evaluated a series of novel triazole-based S1R antagonists. Compound 10 exhibited potent binding affinity for S1R, high selectivity over S2R and 87 other human targets, acceptable in vitro metabolic stability, slow clearance in liver microsomes, and excellent blood-brain barrier permeability in rats. Further in vivo studies in rats showed that 10 exhibited negligible acute toxicity in the rotarod test and statistically significant analgesic effects in the formalin test for acute inflammatory pain and paclitaxel-induced neuropathic pain models during cancer chemotherapy. These encouraging results promote further development of our triazole-based S1R antagonists as novel treatments for pain of different etiologies.",43,ChEMBL,CHEMBL4775646,20220318,162676630,461562359,4988,,P35372,Curation Efforts|Research and Development,33372782,0,,P35372,9606,,,,0,0,1,0,1,0
82361,Literature-derived,Activity was determined for the compound against the Mu opioid receptor by GTPgammaS functional assay using recombinant HEK293 cells.,Title: Design and synthesis of novel small molecule N/OFQ receptor antagonists._||_Abstract: Small molecule N/OFQ receptor antagonists were designed and synthesized to further investigate the therapeutic potential of N/OFQ receptor modulators. The resulting octahydrobenzimidazol-2-ones 14 and 23 show excellent antagonistic activity towards both N/OFQ and mu receptors with high affinity to the human N/OFQ receptor.,43,ChEMBL,CHEMBL691020,20181001,9880173|9902874|9923726|10133108|10134077|10154739|10178311|10291377|10292091|44276782,103197890|103198001|103198030|103198117|103198125|103198126|103198399|103198403|163316017|163336728,4988,,P35372,Curation Efforts|Research and Development,14980696,0,,P35372,,45.0,,,0,0,1,0,1,0
141621,Confirmatory,Binding affinity towards human opioid Mu receptor transfected into Chinese hamster ovary (CHO) cells using [3H]DAMGO as radioligand,"Title: Synthesis and opiate receptor binding properties of 17-methyl-6,7-dehydro-3,14-dihydroxy-4,5alpha-epoxy-6,7:4',5'-pyrimidin omorphinans._||_Abstract: A class of opioid receptor active derivatives of oxymorphone has been synthesized using a common enaminone intermediate. The derivatives have heterocyclic groups fused to the 6,7-positions of the morphinan system and all were synthesized in high yield. A pyrazolo derivative is an agonist for the mu and delta receptors and an antagonist for the kappa receptor.",43,ChEMBL,CHEMBL747704,20180909,9949205|10315939|10387038|44341722|44341920,103337763|103337796|103337800|103338245|103338276,4988,,P35372,Curation Efforts|Research and Development,10612602,0,,P35372,,197.0,,,0,0,1,0,1,0
