aid,aidtype,aidname,aiddesc,aidsrcid,aidsrcname,aidextid,aidmdate,cids,sids,geneids,aidcategories,protacxns,depcatg,pmids,rnai,ecs,repacxns,taxids,cellids,targettaxid,annotation,partial_agonist_desc,partial_agonist_aidname,agonist_desc,agonist_aidname,antagonist_desc,antagonist_aidname
44905,Literature-derived,Intrinsic activity from GTP shift using CHO cell membranes expressing dopamine receptor D2,"Title: Centrally acting serotonergic and dopaminergic agents. 2. Synthesis and structure-activity relationships of 2,3,3a,4,9,9a-hexahydro-1H-benz[f]indole derivatives._||_Abstract: The conformationally restricted linear tricyclic analogs of 5- and 8-hydroxy-2-(di-n-propylamino)-tetralins were investigated for their serotonergic and dopaminergic properties. These cis and trans analogs of 2,3,3a,4,9,9a-hexahydro-1H-benz[f]indole (3), where a five-membered ring is fused between the nitrogen and C-3 carbon of 2-aminotetralin, were synthesized from 5-methoxy- and 8-methoxytetralones. The enantiomers of trans-5-methoxy-N-n-propyl and -N-allyl analogs were obtained via fractional recrystallization of their di-p-toluoyl-L (or D) tartaric acid salts. All analogs were evaluated in the in vitro 5-HT1A and D2 binding assays and selected analogs were investigated further in biochemical and behavioral tests. In the 5-substituted series (R1 in 3), the trans isomers were found to possess higher levels of pharmacological activity then the corresponding cis isomers. The trans-5-methoxy analogs showed selective 5-HT1A receptor activity in vitro but displayed mixed 5-HT1A and D2 agonist properties in vivo. The corresponding trans-5-hydroxy analogs were found to be potent D2 agonists with full intrinsic activity. An examination of nitrogen substitution (R2 in 3) revealed that analogs with either an allyl or an n-propyl group displayed equipotent activities. Substitution with a cyclopropylmethyl or benzyl group resulted in reduced activity. Among the resolved analogs tested, the activity was found to reside exclusively in the (3aS)-(-)-enantiomers. In the 8-substituted series (R1 in 3), only 8-methoxy-N-allyl analogs were synthesized and evaluated. In this case, both cis and trans isomers showed equally weak in vitro 5-HT1A receptor agonist activity devoid of dopaminergic effects. The presence of an additional methyl group at the C-2 position (R3 in 3) of the cis-(+/-)-8-methoxy-N-n-propyl analog resulted in enhancement of in vitro 5-HT1A receptor binding affinity, with the (2 beta,3a alpha,9a alpha)-(+/-)-isomer displaying potency 35 times greater than the (2 alpha,3a alpha,9a alpha)-(+/-)-isomer.",43,ChEMBL,CHEMBL659149,20181014,10014057|10036887|10105311|10355219|10377224|10398936|10444473|11776081,103171762|103171763|103171823|103171824|103171858|103171864|103171983|103171989,1813,,P14416,Curation Efforts|Research and Development,8097538,0,,P14416,,197.0,,,0,0,1,0,0,0
55436,Confirmatory,In vitro binding affinity towards D2 receptor was determined,"Title: Synthesis and structure-activity relationships of a new model of arylpiperazines. 5. Study of the physicochemical influence of the pharmacophore on 5-HT(1a)/alpha(1)-adrenergic receptor affinity: synthesis of a new derivative with mixed 5-HT(1a)/d(2) antagonist properties._||_Abstract: In this paper we have designed and synthesized a test series of 32 amide arylpiperazine derivatives VI in order to gain insight into the physicochemical influence of the pharmacophores of 5-HT(1A) and alpha(1)-adrenergic receptors. The training set was designed applying a fractional factorial design using six physicochemical descriptors. The amide moiety is a bicyclohydantoin or a diketopiperazine (X = -(CH(2))(3)-, -(CH(2))(4)-; m = 0, 1), the spacer length is 3 or 4 methylene units, which are the optimum values for both receptors, and the aromatic substituent R occupies the ortho- or meta-position and has been selected from a database of 387 substituents using the EDISFAR program. The 5-HT(1A) and alpha(1)-adrenergic receptor binding affinities of synthesized compounds VI (1-32) have been determined. This data set has been used to derive classical quantitative structure-activity relationships (QSAR) and neural networks models for both receptors (following paper). A comparison of these models gives information for the design of the new ligand EF-7412 (46) (5-HT(1A): K(i) = 27 nM; alpha(1): K(i) > 1000 nM). This derivative displays affinity for the dopamine D(2) receptor (K(i) = 22 nM) and is selective versus all other receptors examined (5-HT(2A), 5-HT(3), 5-HT(4) and Bz; K(i) > 1000 nM). EF-7412 (46) acts as an antagonist in vivo in pre- and postsynaptic 5-HT(1A) receptor sites and as an antagonist in the dopamine D(2) receptor. Thus, EF-7412 (46) is a derivative with mixed 5-HT(1A)/D(2) antagonist properties and this derivative could be useful as a pharmacological tool.",43,ChEMBL,CHEMBL664619,20181017,52941718,104236689,1813,In vitro,P14416,Curation Efforts|Research and Development,11170628,0,,P14416,,,,,0,0,1,0,1,0
55449,Confirmatory,Binding affinity was measured on cloned Human D2A Receptor which is labeled by [3H]raclopride,"Title: Derivatives of (R)-1,11-methyleneaporphine: synthesis, structure, and interactions with G-protein coupled receptors._||_Abstract: The design and synthesis of a well-characterized novel ring system, (R)-lambda1,11-methyleneaporphine [(R)-4], and 15 derivatives thereof are presented. The addition of various nucleophiles to (R)-lambda1,11-carbonylaporphine [(R)-11] or to the 1,11-hydroxymethyleneaporphine epimers gave separable mixtures of epimers. The epimeric ratios obtained in most reactions seem to be a result of steric factors directing the nucleophilic attack. The structure of the epimers was determined by a combination of X-ray crystallography (5 derivatives), NMR spectroscopy, and chemical correlation. Interesting and diverse pharmacological profiles of the derivatives were revealed through binding studies at serotonin 5-HT(7) and 5-HT(1A) receptors as well as at dopamine D(2A) receptors. Two derivatives appeared to be selective 5-HT(7) receptor antagonists. It is evident from our results that the novel ring system [(R)-4] provides a useful complement to other scaffolds available to medicinal chemists involved in studies of GPC receptors.",43,ChEMBL,CHEMBL664743,20181017,6005|122187|6603866|10421583|10562462|10610641|10706553|10825325,103167211|103190155|103194823|103196284|103197777|103198084|103198227|103198294,1813,,P14416,Curation Efforts|Research and Development,10753471,0,,P14416,,,,,0,0,1,0,1,0
61058,Confirmatory,Compound was evaluated for the ability to displace [3H]spiperone at Dopamine receptor D2 in porcine anterior pituitary gland as high affinity state,"Title: 2-Haloaporphines as potent dopamine agonists._||_Abstract: The synthesis of 2-amino- and 2-halo-substituted aporphines is described. The key step is the substitution of a hydroxy group in the 2-position with an amino group effected by a Smiles rearrangement reaction of the 2-methylpropanamide derivative 6. The affinity of the new compounds for the dopamine D-2 receptor in the anterior pituitary gland was evaluated. 2-Fluoroapomorphine was the most potent compound, being 1.5 times more potent than (-)-apomorphine. The structure-activity relationships are discussed in relation to a previously proposed receptor model.",43,ChEMBL,CHEMBL672776,20181012,6603797,103183846,1813,,P14416,Curation Efforts|Research and Development,2524592,0,,P14416,9823.0,,,,0,0,1,0,0,0
61059,Confirmatory,In vitro ability to inhibit [3H]spiperone binding to Dopamine receptor D2,"Title: (+/-)-3-allyl-7-halo-8-hydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepines as selective high affinity D1 dopamine receptor antagonists: synthesis and structure-activity relationship._||_Abstract: Substituted 1-phenyl-3-benzazepines form a class of compounds possessing potent and selective affinity for the D1 DA receptor. 7,8-Dihydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepine (SKF 38393) and its 6-halo analogues are potent and selective D1 receptor agonists. Recently, the 3-allyl derivatives of SKF 38393 and its analogues were described as selective D1 agonists with higher D1 efficacy and CNS potency. In order to extend these results to compounds in the 7-halo-8-hydroxy-substituted antagonist series, we have synthesized and pharmacologically characterized 3-allyl analogues of 7-substituted (Cl, Br, H) 8-hydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepines. These 3-allyl derivatives were compared with their 3-methyl and 3-unsubstituted analogues in terms of their D1 receptor affinity and selectivity. The results have been used to generate structure-affinity relationships. The D1 receptor affinity, for 3-substitution, is found to be in the order: methyl greater than allyl greater than H. For 7-substitution, the affinity is in the order: Cl = Br greater than H. The 3-allyl compounds show affinity close to that of the parent (3-methyl) compounds while exhibiting a slightly diminished D1 selectivity. However, the greater lipophilicity of the 3-allyl compounds may enable them to cross the blood-brain barrier more readily and thereby exhibit higher in vivo CNS potency. Thus 3-allylbenzazepines have potential as high affinity selective D1 antagonists.",43,ChEMBL,CHEMBL672777,20181013,45262692|45262693|45262882,103674404|103674405|103674664,1813,In vitro,P14416,Curation Efforts|Research and Development,1531075,0,,P14416,9823.0,,,,0,0,1,0,1,0
61060,Confirmatory,In vitro ability to inhibit [3H]spiperone binding to Dopamine receptor D2 from pig anterior pituitary tissue,"Title: (+/-)-3-allyl-7-halo-8-hydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepines as selective high affinity D1 dopamine receptor antagonists: synthesis and structure-activity relationship._||_Abstract: Substituted 1-phenyl-3-benzazepines form a class of compounds possessing potent and selective affinity for the D1 DA receptor. 7,8-Dihydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepine (SKF 38393) and its 6-halo analogues are potent and selective D1 receptor agonists. Recently, the 3-allyl derivatives of SKF 38393 and its analogues were described as selective D1 agonists with higher D1 efficacy and CNS potency. In order to extend these results to compounds in the 7-halo-8-hydroxy-substituted antagonist series, we have synthesized and pharmacologically characterized 3-allyl analogues of 7-substituted (Cl, Br, H) 8-hydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepines. These 3-allyl derivatives were compared with their 3-methyl and 3-unsubstituted analogues in terms of their D1 receptor affinity and selectivity. The results have been used to generate structure-affinity relationships. The D1 receptor affinity, for 3-substitution, is found to be in the order: methyl greater than allyl greater than H. For 7-substitution, the affinity is in the order: Cl = Br greater than H. The 3-allyl compounds show affinity close to that of the parent (3-methyl) compounds while exhibiting a slightly diminished D1 selectivity. However, the greater lipophilicity of the 3-allyl compounds may enable them to cross the blood-brain barrier more readily and thereby exhibit higher in vivo CNS potency. Thus 3-allylbenzazepines have potential as high affinity selective D1 antagonists.",43,ChEMBL,CHEMBL672778,20181013,146265,103678751,1813,In vitro,P14416,Curation Efforts|Research and Development,1531075,0,,P14416,9823.0,,,,0,0,1,0,1,0
61061,Confirmatory,Compound was evaluated for the ability to displace [3H]spiperone at Dopamine receptor D2 in porcine anterior pituitary gland as high affinity state,"Title: 2-Haloaporphines as potent dopamine agonists._||_Abstract: The synthesis of 2-amino- and 2-halo-substituted aporphines is described. The key step is the substitution of a hydroxy group in the 2-position with an amino group effected by a Smiles rearrangement reaction of the 2-methylpropanamide derivative 6. The affinity of the new compounds for the dopamine D-2 receptor in the anterior pituitary gland was evaluated. 2-Fluoroapomorphine was the most potent compound, being 1.5 times more potent than (-)-apomorphine. The structure-activity relationships are discussed in relation to a previously proposed receptor model.",43,ChEMBL,CHEMBL672779,20181012,6005|128965|15627829|15627832,103167211|103183844|103183879|103183882,1813,,P14416,Curation Efforts|Research and Development,2524592,0,,P14416,9823.0,,,,0,0,1,0,0,0
61062,Confirmatory,Compound was evaluated for the ability to displace [3H]spiperone at Dopamine receptor D2 in porcine anterior pituitary gland as low affinity state,"Title: 2-Haloaporphines as potent dopamine agonists._||_Abstract: The synthesis of 2-amino- and 2-halo-substituted aporphines is described. The key step is the substitution of a hydroxy group in the 2-position with an amino group effected by a Smiles rearrangement reaction of the 2-methylpropanamide derivative 6. The affinity of the new compounds for the dopamine D-2 receptor in the anterior pituitary gland was evaluated. 2-Fluoroapomorphine was the most potent compound, being 1.5 times more potent than (-)-apomorphine. The structure-activity relationships are discussed in relation to a previously proposed receptor model.",43,ChEMBL,CHEMBL669939,20181012,6005|15627829|15627832,103167211|103183844|103183882,1813,,P14416,Curation Efforts|Research and Development,2524592,0,,P14416,9823.0,,,,0,0,1,0,0,0
61063,Confirmatory,Compound was evaluated for the ability to displace [3H]spiperone at dopamine receptor in porcine anterior pituitary gland as high affinity state,"Title: 2-Haloaporphines as potent dopamine agonists._||_Abstract: The synthesis of 2-amino- and 2-halo-substituted aporphines is described. The key step is the substitution of a hydroxy group in the 2-position with an amino group effected by a Smiles rearrangement reaction of the 2-methylpropanamide derivative 6. The affinity of the new compounds for the dopamine D-2 receptor in the anterior pituitary gland was evaluated. 2-Fluoroapomorphine was the most potent compound, being 1.5 times more potent than (-)-apomorphine. The structure-activity relationships are discussed in relation to a previously proposed receptor model.",43,ChEMBL,CHEMBL669940,20181012,128965,103183879,1813,,P14416,Curation Efforts|Research and Development,2524592,0,,P14416,9823.0,,,,0,0,1,0,0,0
61064,Confirmatory,The compound was evaluated for the binding affinity towards Dopamine receptor D2 at high affinity state,"Title: (+/-)-3-Allyl-6-bromo-7,8-dihydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3- benzazepin, a new high-affinity D1 dopamine receptor ligand: synthesis and structure-activity relationship._||_Abstract: The 7,8-dihydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepines form a series of compounds having a high affinity at the D1 dopamine receptor. The 6-chloro derivative has been previously shown to have enhanced affinity, selectivity, and agonist activity. In an attempt to study the effect of substitution of a 6-bromo group in place of the 6-chloro, we have synthesized a series of compounds and evaluated them for their affinity for the D1 receptor. The results show that the 6-bromo derivatives have virtually identical affinities to their 6-chloro counterparts, a finding similar to that found in the D1 antagonist 7-halo-8-hydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepine series. From the present work, 3-allyl-6-bromo-7,8-dihydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepi ne (6-Br-APB) has been identified as a suitable candidate for further in vivo studies and resolution into its active and inactive enantiomers.",43,ChEMBL,CHEMBL669941,20181013,147514,103672854,1813,,P14416,Curation Efforts|Research and Development,1684995,0,,P14416,9823.0,,,,0,0,1,0,1,0
