aid,aidtype,aidname,aiddesc,aidsrcid,aidsrcname,aidextid,aidmdate,cids,sids,geneids,aidcategories,protacxns,depcatg,pmids,rnai,ecs,repacxns,taxids,cellids,targettaxid,annotation,partial_agonist_desc,partial_agonist_aidname,agonist_desc,agonist_aidname,antagonist_desc,antagonist_aidname
61173,Confirmatory,In vitro for its ability to displace [3H]- spiperone from cloned human dopamine D2 long receptor expressed in CHO cells,Title: Benzamide bioisosteres incorporating dihydroheteroazole substructures: EPC synthesis and SAR leading to a selective dopamine D4 receptor partial agonist (FAUC 179)._||_Abstract: Conformationally restricted benzamide bioisosteres were investigated when the chiral phenyldihydroimidazole derivative 4e (FAUC 179) showed strong and highly selective dopamine D4 receptor binding (K(i)high=0.95nM). Mitogenesis experiments indicated partial agonist properties (42%). EPC syntheses of the target compounds of type 4 were performed starting from alpha-amino acids.,43,ChEMBL,CHEMBL671178,20180930,10247719|44319102|44319361|44319368|44319369|44319370,103290121|103290648|103290659|103290661|103290663|103677635,1813,In vitro,P14416,Curation Efforts|Research and Development,11549463,0,,P14416,9606.0,197.0,,,1,0,1,0,0,0
61302,Confirmatory,In vitro for its ability to displace [3H]- spiperone from cloned human dopamine D2 long receptor expressed in CHO cells; Low binding affinity,Title: Benzamide bioisosteres incorporating dihydroheteroazole substructures: EPC synthesis and SAR leading to a selective dopamine D4 receptor partial agonist (FAUC 179)._||_Abstract: Conformationally restricted benzamide bioisosteres were investigated when the chiral phenyldihydroimidazole derivative 4e (FAUC 179) showed strong and highly selective dopamine D4 receptor binding (K(i)high=0.95nM). Mitogenesis experiments indicated partial agonist properties (42%). EPC syntheses of the target compounds of type 4 were performed starting from alpha-amino acids.,43,ChEMBL,CHEMBL671646,20180930,54562,103543557,1813,In vitro,P14416,Curation Efforts|Research and Development,11549463,0,,P14416,,197.0,,,1,0,1,0,0,0
61303,Confirmatory,In vitro for its ability to displace [3H]- spiperone from cloned human dopamine D2 long receptor expressed in CHO cells; high binding affinity,Title: Benzamide bioisosteres incorporating dihydroheteroazole substructures: EPC synthesis and SAR leading to a selective dopamine D4 receptor partial agonist (FAUC 179)._||_Abstract: Conformationally restricted benzamide bioisosteres were investigated when the chiral phenyldihydroimidazole derivative 4e (FAUC 179) showed strong and highly selective dopamine D4 receptor binding (K(i)high=0.95nM). Mitogenesis experiments indicated partial agonist properties (42%). EPC syntheses of the target compounds of type 4 were performed starting from alpha-amino acids.,43,ChEMBL,CHEMBL671647,20180930,54562,103543557,1813,In vitro,P14416,Curation Efforts|Research and Development,11549463,0,,P14416,,197.0,,,1,0,1,0,0,0
61311,Confirmatory,Binding affinity towards human cloned dopamine (hD2s) receptors expressed in CHO cell membranes using [3H]spiperone,Title: New generation dopaminergic agents. 2. Discovery of 3-OH-phenoxyethylamine and 3-OH-N1-phenylpiperazine dopaminergic templates._||_Abstract: Described in this report is a systematic study which led to the identification of two new dopamine D2 partial agonists (5 and 17). Phenols 5 and 17 represent prototypes of two new classes of D2 partial agonists as well as templates for the future design of novel dopaminergic agents.,43,ChEMBL,CHEMBL671654,20180909,511484|8529065|8690650|10015867|10378389|10612157|11776546|15034333|20256387|44332565|44332566|44332581|44332613|44332646|44332686|44332701,103251600|103251646|103252486|103300035|103318633|103318634|103318671|103318672|103318777|103318778|103318842|103318843|103318880|103318995|103318996|103319034,1813,,P14416,Curation Efforts|Research and Development,9871673,0,,P14416,,197.0,,,1,0,1,0,0,0
61488,Confirmatory,In vitro for its ability to displace [3H]- spiperone from cloned human dopamine D2 short receptor expressed in CHO cells,Title: Benzamide bioisosteres incorporating dihydroheteroazole substructures: EPC synthesis and SAR leading to a selective dopamine D4 receptor partial agonist (FAUC 179)._||_Abstract: Conformationally restricted benzamide bioisosteres were investigated when the chiral phenyldihydroimidazole derivative 4e (FAUC 179) showed strong and highly selective dopamine D4 receptor binding (K(i)high=0.95nM). Mitogenesis experiments indicated partial agonist properties (42%). EPC syntheses of the target compounds of type 4 were performed starting from alpha-amino acids.,43,ChEMBL,CHEMBL665385,20180930,10247719|44319102|44319361|44319368|44319369|44319370,103290121|103290648|103290659|103290661|103290663|103677635,1813,In vitro,P14416,Curation Efforts|Research and Development,11549463,0,,P14416,9606.0,197.0,,,1,0,1,0,0,0
61489,Confirmatory,In vitro for its ability to displace [3H]- spiperone from cloned human dopamine D2 short receptor expressed in CHO cells; Low binding affinity,Title: Benzamide bioisosteres incorporating dihydroheteroazole substructures: EPC synthesis and SAR leading to a selective dopamine D4 receptor partial agonist (FAUC 179)._||_Abstract: Conformationally restricted benzamide bioisosteres were investigated when the chiral phenyldihydroimidazole derivative 4e (FAUC 179) showed strong and highly selective dopamine D4 receptor binding (K(i)high=0.95nM). Mitogenesis experiments indicated partial agonist properties (42%). EPC syntheses of the target compounds of type 4 were performed starting from alpha-amino acids.,43,ChEMBL,CHEMBL875028,20180930,54562,103543557,1813,In vitro,P14416,Curation Efforts|Research and Development,11549463,0,,P14416,,197.0,,,1,0,1,0,0,0
61490,Confirmatory,In vitro for its ability to displace [3H]- spiperone from cloned human dopamine D2 short receptor expressed in CHO cells; high binding affinity,Title: Benzamide bioisosteres incorporating dihydroheteroazole substructures: EPC synthesis and SAR leading to a selective dopamine D4 receptor partial agonist (FAUC 179)._||_Abstract: Conformationally restricted benzamide bioisosteres were investigated when the chiral phenyldihydroimidazole derivative 4e (FAUC 179) showed strong and highly selective dopamine D4 receptor binding (K(i)high=0.95nM). Mitogenesis experiments indicated partial agonist properties (42%). EPC syntheses of the target compounds of type 4 were performed starting from alpha-amino acids.,43,ChEMBL,CHEMBL665386,20180930,54562,103543557,1813,In vitro,P14416,Curation Efforts|Research and Development,11549463,0,,P14416,,197.0,,,1,0,1,0,0,0
61621,Confirmatory,The compound was tested for binding affinity against human Dopamine receptor D2L,"Title: N-Substituted (2,3-dihydro-1,4-benzodioxin-2-yl)methylamine derivatives as D(2) antagonists/5-HT(1A) partial agonists with potential as atypical antipsychotic agents._||_Abstract: A series of N-substituted 1-(2,3-dihydro-1, 4-benzodioxin-2-yl)methylamine derivatives with D(2) antagonist/5-HT(1A) partial agonist activity has been prepared as potential atypical antipsychotic agents. Optimization of in vitro receptor binding activity and in vivo activity in rodent models of psychosis has led to compound 24, which showed good affinities for human D(2), D(3), and 5-HT(1A) receptors but significantly less affinity for human alpha(1) adrenoceptors and rat H(1) and muscarinic receptors. In rodents, 24 showed functional D(2)-like antagonism and 5-HT(1A) partial agonism. After oral dosing, 24 showed good activity in rodent antipsychotic tests and very little potential to cause extrapyramidal side effects (EPS), as measured by its ability to induce catalepsy in rats only at very high doses. In the light of this promising profile of activity, 24 has been selected for clinical investigation as a novel antipsychotic agent with a predicted low propensity to cause EPS.",43,ChEMBL,CHEMBL669156,20181016,9865858,103337393,1813,,P14416,Curation Efforts|Research and Development,10464021,0,,P14416,,,,,1,0,1,0,1,0
62758,Confirmatory,Inhibition of [3H]thymidine uptake by Dopamine receptor D2,"Title: 3-[[(4-Aryl-1-piperazinyl)alkyl]cyclohexyl]-1H-indoles as dopamine D2 partial agonists and autoreceptor agonists._||_Abstract: A series of arylpiperazines and tetrahydropyridines joined to indoles by semirigid cycloalkyl spacers were prepared. Target compounds were studied for their ability to bind to the DA D2 receptor in vitro and to inhibit dopamine synthesis and spontaneous locomotor activity in rats. Effects of tether length and relative stereochemistry were assessed for a series of 2-pyridylpiperazines. The cyclohexylethyl spacer was found to be the most active in the series. Further studies explored effects of changes in the arylpiperazine and indole portions of the molecule. From these studies trans-2-[[4-(1H-3-indolyl)cyclohexyl]ethyl]-4- (2-pyridinyl)piperazine (30a) was selected for further evaluation. It was characterized as a partial agonist of DA D2 receptors in vitro and caused decreases in dopamine synthesis and release as well as dopamine neuronal firing. Compound 30a was shown to be devoid of behavioral effects associated with postsynaptic DA D2 receptor activation. Furthermore, compound 30a was shown both to decrease DA synthesis and to inhibit Sidman avoidance responding in squirrel monkeys. These findings suggest that DA D2 partial agonists with the appropriate level of intrinsic activity can act to decrease dopamine synthesis and release and may have potential utility as antipsychotic agents.",43,ChEMBL,CHEMBL671064,20181015,9886609,103293659,1813,,P14416,Curation Efforts|Research and Development,9003524,0,,P14416,,,,,1,0,1,0,0,0
62761,Confirmatory,The in vitro intrinsic activity was measured at DA D2 receptor by measuring its ability to increase [3H]thymidine uptake in CHO-K1 cells transfected with the Dopamine receptor D2,"Title: Aminopyrimidines with high affinity for both serotonin and dopamine receptors._||_Abstract: A series of [4-[2(4-arylpiperazin-1-yl)alkyl]cyclohexyl]pyrimidin-2-ylamine s was prepared and found to have receptor binding affinity for D2 and D3 dopamine (DA) receptors and serotonin 5-HT1A receptors. The structural contributions to D2/D3 and 5-HT1A receptor binding of the aminopyrimidine, cycloalkyl, and phenylpiperazine portions of the molecule were examined. From these studies compounds 14, 39, 42, 43, having potent affinity for both DA D2 and 5-HT1A receptors, were evaluated for intrinsic activity at these receptors, in vitro and in vivo. Compound 14 (PD 158771) had a profile indicative of partial agonist activity at both D2 and 5-HT1A receptors causing partially decreased synthesis of the neurotransmitters DA and 5-HT and their metabolites. This compound has a profile in behavioral tests that is predictive of antipsychotic activity, suggesting that mixed partial agonists such as 14 may have utility as antipsychotic agents with increased efficacy and decreased side effects.",43,ChEMBL,CHEMBL671067,20181016,3075615|10522950,103418630|103419084,1813,In vitro,P14416,Curation Efforts|Research and Development,9513604,0,,P14416,,198.0,,,1,0,1,0,0,0
